"RM","LSTAT","RAD","CRIM","PTRATIO","DIS","ZN","NOX","CHAS","B","TAX","INDUS","AGE","MEDV"
6,2.72513607352837,0.844451023759152,-0.163214625345024,-0.297828921053988,2.5194,0,0.544,0,350.45,304,9.9,37.8,16.1
6,2.51349164712834,3.4372691722491,-0.562580716306577,-0.354972015238438,3.2721,0,0.507,0,396.9,307,6.2,80.8,30.1
1,3.82491466192502,12.3440648934416,0.00620348853898536,-1.34911418874548,1.6232,0,0.871,0,261.95,403,19.58,98.5,19.4
1,3.18180684139266,14.304438999754,0.0753311634760082,-0.860115775660947,1.5916,0,0.871,0,341.6,403,19.58,100,19.6
5,4.86656923525445,10.8438986483995,0.877864759836512,0.973691538837807,2.4259,0,0.605,0,292.29,403,19.58,94.6,17.4
6,2.61843821478336,11.9263510054808,0.262820707783339,0.993705666246404,2.3817,0,0.585,0,396.9,391,9.69,54,21.8
1,3.56674031250893,17.4807239644529,0.604615196845205,-2.05764829725247,1.7364,0,0.871,0,88.63,403,19.58,94,13.1
8,1.18656422380887,4.34210763826209,0.282074557439553,-2.00492191281835,2.8944,0,0.504,0,385.05,307,6.2,78.3,44.8
1,3.87592347387813,17.0566617040769,0.389115730248052,-1.25597154155048,1.5296,0,0.871,0,356.99,403,19.58,93.8,17.8
5,3.00435958585929,9.50100617819244,0.156445133790556,1.15877871060787,4.0317,0,0.544,0,396.9,304,9.9,71.7,19.8
8,0.515203536088547,6.2520173496738,-0.206713062866772,-0.5630038020396,1.9709,0,0.605,0,374.43,403,19.58,90.8,50
4,4.22157931069687,21.6497001050126,0.865700528216982,0.881600353510085,2.198,0,0.74,0,388.52,666,18.1,96.6,12.6
5,4.02016383609221,-7.43785173518639,-0.349352808152119,1.12170639581068,1.7572,0,0.581,0,359.29,188,25.65,95.6,15.7
5,4.59736725591891,23.9305746476014,1.69481967202689,1.15820836779052,2.0882,0,0.584,0,81.33,666,18.1,94.3,14.1
4,3.93646031044524,31.3195839379155,1.43755344466814,0.365111361772674,2.2955,0,0.77,0,350.65,666,18.1,91.1,19.9
6,3.05466961782629,10.0737928997171,0.478657368241122,0.50253503976919,2.7778,0,0.52,0,393.49,384,8.56,54.4,21.7
8,-0.0369021239524243,2.8795394244635,-0.0144562365884064,-1.40665346243919,3.1992,0,0.488,0,392.63,193,2.46,53.6,50
6,3.24214181238908,7.60973654493863,-0.0968452596175464,0.435953368851969,2.9153,0,0.51,0,391.27,296,4.05,74.4,29.9
6,3.28089673032371,6.95833899711248,-0.107401060822688,0.345254163035135,3.1121,0,0.55,1,392.8,276,13.89,56,23.3
4,3.58818420519544,17.8656650657283,0.432396121961162,0.550662467298384,1.7821,0,0.693,0,396.9,666,18.1,94.7,12.7
5,3.45653208170201,-3.48981248798232,-0.0362582336352622,-0.658140609886122,2.1675,0,0.573,0,396.9,273,11.93,91,23.9
8,1.63327676696512,2.05585119991668,-0.0806742673764438,-0.971262858373684,1.8773,0,0.605,0,363.43,403,19.58,97.4,41.3
6,2.09461858890618,4.75890677403605,-1.19340130734048,-0.837725454390872,3.3751,0,0.504,0,380.34,307,6.2,21.4,31.5
1,4.08161553104069,13.5734969699822,0.770713683260959,-1.19719358340864,1.4191,0,0.871,0,172.91,403,19.58,100,13.8
2,2.89950379265159,18.5265635818142,1.36330725746104,-1.48048005342128,1.7455,0,0.871,1,88.01,403,19.58,82.6,15.6
8,0.556900519722971,4.70098309960119,-0.217458432350158,-0.480026295127576,2.0459,0,0.605,0,369.3,403,19.58,96.2,50
7,3.40762510816863,5.39564746769553,-0.251280094048856,-1.07795516764036,2.0788,20,0.647,0,393.42,264,3.97,94.5,31
