"","X1.RM","X1.LSTAT","X1.RAD","X1.CRIM","X1.PTRATIO","X1.DIS","X1.ZN","X1.NOX","X1.CHAS","X1.B","X1.TAX","X1.INDUS","X1.AGE","X1.MEDV"
"3",7.135,2.34819977229563,"5",-1.21180293627608,-1.42225756521518,6.0622,0,0.458,0,394.63,222,2.18,45.8,33.4
"19",6.209,2.45080549121945,"6",-0.549906836154591,0.431102979977672,3.7965,0,0.538,0,390.95,307,8.14,69.5,18.2
"27",6.426,3.63766448693914,"2",-1.27325227786251,-0.525818250464659,4.4534,0,0.538,0,306.38,307,8.14,88.8,14.8
"38",7.088,2.23009407350438,"1",-1.17591624610692,0.187985637785564,3.8473,0,0.499,0,393.43,279,5.96,30.2,24.7
"41",5.998,2.4904258997364,"5",-0.93275842256768,-0.341710340923556,5.7209,0,0.448,0,385.41,233,6.91,2.9,26.6
"88",6.549,3.40414597400055,"2",-0.325436770736545,-0.525818250464659,3.4217,0,0.489,0,396.9,270,3.41,86.3,23.6
"98",7.61,1.67749213297582,"3",-0.81315184879065,-1.39574945375807,3.4952,0,0.445,0,393.53,276,2.89,36.9,43.8
"104",6.649,4.22678657187117,"24",1.49571650437187,1.45124616523898,2.421,0,0.52,0,392.69,384,8.56,90,20.1
"120",5.782,3.56683064029039,"4",-0.106515801661242,-0.142360813351939,2.2577,0,0.581,0,389.15,188,25.65,69.7,22
"123",5.987,5.08455739802592,"4",0.637889913664838,1.45124616523898,1.9444,0,0.581,0,370.31,188,25.65,97,17.3
"124",5.57,4.56625933986301,"4",0.57925552221331,-1.1943938643994,2.0063,0,0.581,0,379.38,188,25.65,95.8,18.8
"125",5.272,3.76595466700007,"4",0.500441605373313,-1.1943938643994,1.9929,0,0.581,0,385.02,188,25.65,88.4,21.4
"140",5.872,3.8466409867859,"2",0.410466167700012,-0.89012178462863,1.6119,0,0.624,0,388.08,437,21.89,93.6,14
"143",5.935,4.58491752884065,"5",0.637889913664838,-0.24401601094397,1.4118,0,0.871,0,396.9,403,19.58,100,15.6
"145",5.963,3.92014044759851,"5",0.637889913664838,-0.142360813351939,1.4191,0,0.871,0,172.91,403,19.58,100,13.8
"147",5.884,3.2959344979945,"5",-0.322137746287165,-1.42225756521518,1.4608,0,0.871,0,391.71,403,19.58,95.7,14.6
"154",6.377,3.90052417837898,"24",1.43325617386191,-0.193693261025715,1.7494,0,0.871,1,321.02,403,19.58,96,17
"155",5.924,3.61689752279119,"5",1.16700786012726,-1.88714317572526,1.7455,0,0.871,1,88.01,403,19.58,82.6,15.6
"157",8.069,2.37607998346522,"5",-0.117575906496487,-0.61251795246359,1.8773,0,0.605,0,363.43,403,19.58,97.4,41.3
"158",6.086,3.79274691295484,"5",0.567637988437975,-0.0899986875399935,1.7573,0,0.605,0,353.89,403,19.58,100,24.3
"160",6.727,3.07251751909625,"4",0.57925552221331,0.0178965792890688,1.7984,0,0.605,1,338.92,403,19.58,92.6,27
"162",8.725,1.19609804500561,"5",-0.193971271081132,-0.61251795246359,2.0407,0,0.605,1,389.61,403,19.58,98.2,50
"166",7.875,1.31541277936379,"2",-0.607493757566169,-1.54701457236491,2.0459,0,0.605,0,369.3,403,19.58,96.2,50
"169",6.606,3.52111044983175,"5",-0.102364150247121,-0.525818250464659,2.2625,0,0.605,0,330.04,403,19.58,95.2,22.3
"171",6.193,4.12727934955292,"5",0.500441605373313,-0.24401601094397,2.3887,0,0.605,0,348.13,403,19.58,97.3,19.1
"172",6.249,3.90052417837898,"3",-0.685513679240743,0.833916637360556,2.5961,0,0.51,0,396.9,296,4.05,88.5,23.1
"173",6.302,3.12485597689028,"5",-0.351809237284047,-0.142360813351939,2.6463,0,0.51,0,395.5,296,4.05,84.1,23.6
"175",6.549,2.41718381815899,"5",-0.93275842256768,-0.61251795246359,3.1323,0,0.51,0,390.96,296,4.05,33.1,29.4
"179",7.163,2.18485632869642,"7",-0.081517521550571,-0.525818250464659,2.829,0,0.488,0,396.9,193,2.46,58.4,37.2
"181",7.412,1.38392061319881,"3",-0.729009839932393,0.833916637360556,2.5979,0,0.488,0,396.9,193,2.46,62.2,36.2
"183",7.061,3.07251751909625,"5",-0.785389470655728,-0.695829524768667,2.847,0,0.488,0,396.9,193,2.46,95.6,32.5
"205",5.884,2.88060153240959,"4",-0.780488284275212,-0.142360813351939,3.9454,0,0.489,0,396.9,277,10.59,22.3,22.6
"208",6.012,3.40414597400055,"4",-0.738157997688579,-0.142360813351939,4.2392,0,0.489,1,381.32,277,10.59,59.1,24.4
"211",5.344,3.99373174770804,"3",-0.212853793637417,-0.293348642158638,3.665,0,0.489,1,395.24,277,10.59,88.6,19.3
"213",6.442,3.00699913864092,"3",-0.351809237284047,-0.926703754699467,3.9454,0,0.489,0,385.81,277,10.59,32.3,28.1
