"","X1.RM","X1.LSTAT","X1.RAD","X1.CRIM","X1.PTRATIO","X1.DIS","X1.ZN","X1.NOX","X1.CHAS","X1.B","X1.TAX","X1.INDUS","X1.AGE","X1.MEDV"
"7",6.416,3.2959344979945,"8",0.845127789516917,0.073471767344769,5.9505,12.5,0.524,0,396.9,311,7.87,96.1,27.1
"11",6.108,2.7520523236812,"4",-0.69761900641397,-0.142360813351939,6.2267,12.5,0.524,0,396.9,311,7.87,82.9,18.9
"14",5.924,4.6625677969456,"6",0.00560021260170892,-1.06591919064377,4.4619,0,0.538,0,380.02,307,8.14,84.5,18.2
"23",5.836,3.91438725130026,"5",-0.661198319646137,0.833916637360556,4.0952,0,0.538,0,394.54,307,8.14,100,14.5
"36",6.484,4.0824768971938,"6",-0.469119370583586,-0.481155986929274,3.3779,0,0.499,0,377.56,279,5.96,61.4,20
"41",5.966,2.93240366729066,"4",-0.689806356319916,0.130160746119299,5.7209,0,0.448,0,385.41,233,6.91,2.9,26.6
"76",5.876,2.85879520668585,"4",-0.406471893318376,1.368618600426,4.0522,0,0.437,0,373.66,398,12.83,74.5,20
"79",6.193,3.40414597400055,"4",-0.428187092090874,-0.997706535589136,4.5026,0,0.437,0,396.06,398,12.83,36.6,20.3
"88",6.495,3.54542647125892,"2",-1.17591624610692,-0.61251795246359,3.4217,0,0.489,0,396.9,270,3.41,86.3,23.6
"90",5.822,3.85845653600035,"3",-0.45531208840365,-0.525818250464659,3.0923,0,0.489,0,392.18,270,3.41,66.1,22.6
"95",6.393,3.11513644455317,"3",-0.480533584256675,-1.42225756521518,3.4952,0,0.445,0,357.98,276,2.89,57.8,28.4
"97",7.82,1.61290798071918,"3",-0.453421295714023,1.368618600426,3.4952,0,0.445,0,396.9,276,2.89,76,38.7
"108",6.14,4.0824768971938,"6",-0.545922346322668,-0.435595771986813,2.4329,0,0.52,0,395.24,384,8.56,97.1,19.8
"109",5.836,4.10391133802201,"4",0.27542816205318,0.833916637360556,2.5451,0,0.52,0,391.23,384,8.56,91.2,19.4
"116",6.086,2.63960938223065,"5",-0.582903572028058,0.833916637360556,2.7301,0,0.547,0,393.3,432,10.01,72.5,21.2
"120",6.377,4.12622187385129,"4",-0.322137746287165,-0.695829524768667,2.2577,0,0.581,0,389.15,188,25.65,69.7,22
"121",5.701,5.19437380746687,"2",-0.102364150247121,-0.481155986929274,2.1974,0,0.581,0,377.67,188,25.65,84.1,20.3
"123",6.193,3.91669015108046,"4",-0.383342510749357,0.187985637785564,1.9444,0,0.581,0,370.31,188,25.65,97,17.3
"125",5.648,3.1021103182035,"4",-0.22350709134711,0.833916637360556,1.9929,0,0.581,0,385.02,188,25.65,88.4,21.4
"132",6.426,3.23368330617336,"4",-0.212853793637417,1.62150192036674,2.3274,0,0.624,0,385.76,437,21.89,97.9,23
"146",5.951,4.44211292378736,"5",0.801631159691638,-0.997706535589136,1.5166,0,0.871,0,169.27,403,19.58,100,15.6
"147",5.963,4.44211292378736,"6",1.02975554239238,-0.997706535589136,1.4608,0,0.871,0,391.71,403,19.58,95.7,14.6
"148",6.145,3.34629105473597,"6",0.575785257963076,-0.293348642158638,1.5296,0,0.871,0,356.99,403,19.58,93.8,17.8
"151",6.115,4.00152756508795,"5",-0.322137746287165,-0.695829524768667,1.5916,0,0.871,0,341.6,403,19.58,100,19.6
"152",5.951,4.32645706616516,"5",0.575785257963076,-1.88714317572526,1.6102,0,0.871,1,343.28,403,19.58,88,15.3
"155",6.24,4.67286642110496,"24",2.00419999588948,-0.852800591791647,1.7455,0,0.871,1,88.01,403,19.58,82.6,15.6
"159",6.939,3.09720566446305,"5",0.645327177961844,-0.695829524768667,1.7659,0,0.871,0,364.31,403,19.58,100,23.3
"160",6.145,4.10497825759137,"24",0.521878431718159,-1.4986288445605,1.7984,0,0.605,1,338.92,403,19.58,92.6,27
"163",7.923,1.97267222437275,"5",-0.113095414443476,-0.481155986929274,2.162,0,0.605,1,388.45,403,19.58,93.9,50
"164",5.708,4.01040710959376,"4",0.637889913664838,0.833916637360556,2.422,0,0.605,0,395.11,403,19.58,91.8,22.7
"166",7.923,0.739104017250585,"5",0.239869957997484,-1.42225756521518,2.0459,0,0.605,0,369.3,403,19.58,96.2,50
"167",7.088,3.05256571998037,"2",-0.661198319646137,-1.54701457236491,2.4259,0,0.605,0,227.61,403,19.58,79.2,23.8
"168",6.209,4.00152756508795,"4",0.00560021260170892,1.45124616523898,2.1,0,0.605,0,297.09,403,19.58,96.1,23.8
"169",6.086,3.05256571998037,"4",-0.0563865376794702,0.833916637360556,2.2625,0,0.605,0,330.04,403,19.58,95.2,22.3
"175",6.495,2.77877208221958,"5",-0.872857932698432,-0.852800591791647,3.1323,0,0.51,0,390.96,296,4.05,33.1,29.4
"182",6.975,2.93240366729066,"3",-1.07990510068301,-0.997706535589136,2.7006,0,0.488,0,394.12,193,2.46,92.2,37.9
"184",6.211,4.12516395279021,"8",-0.158780122998019,-1.88714317572526,2.9879,0,0.488,0,391,193,2.46,89.8,26.4
"185",7.061,3.07251751909625,"5",-1.15573790796708,-1.54701457236491,3.2797,0,0.488,0,387.11,193,2.46,68.8,29.6
"205",5.924,3.72021043714433,"4",-0.00109058357058532,0.0178965792890688,3.9454,0,0.489,0,396.9,277,10.59,22.3,22.6
"206",6.511,2.9499817972882,"2",-0.673254203821376,-0.89012178462863,4.3549,0,0.489,0,394.87,277,10.59,52.5,24.4
"213",6.556,1.79383327370528,"4",-0.551486752365065,0.187985637785564,3.9454,0,0.489,0,385.81,277,10.59,32.3,28.1
"215",5.608,2.57789156243893,"2",-0.36222604460813,-1.42225756521518,3.9454,0,0.489,0,393.63,277,10.59,42.4,25
"226",7.241,2.37607998346522,"5",-0.158780122998019,-0.0899986875399935,3.2157,0,0.504,0,387.38,307,6.2,86.5,37.6
"229",6.595,1.90024260478172,"3",-1.11221292701079,0.187985637785564,3.3751,0,0.504,0,380.34,307,6.2,21.4,31.5
"232",7.287,2.18485632869642,"8",-0.0563865376794702,-1.16323735407812,3.8384,0,0.507,0,385.91,307,6.2,73.3,41.7
"236",6.604,2.69954300341079,"1",-0.942237381503267,-1.52306810828665,4.148,0,0.507,1,388.45,307,6.2,76.5,25.1
"261",8.034,1.47243283127218,"5",-0.248315164027441,-1.52306810828665,2.1398,20,0.647,0,388.37,264,3.97,89.4,43.1
"264",7.412,2.93240366729066,"5",-0.22350709134711,-1.95119453467277,1.9301,20,0.647,0,387.89,264,3.97,91.6,36.5
"265",6.63,2.69954300341079,"6",-0.673254203821376,-1.06591919064377,1.9865,20,0.647,0,392.4,264,3.97,62.8,22.8
"266",6.842,2.60486282794747,"5",-0.480533584256675,-0.61251795246359,2.1329,20,0.647,0,384.07,264,3.97,84.6,30.7
"267",7.875,1.19167394244065,"2",-0.533679338479273,-1.54701457236491,2.4216,20,0.575,0,384.54,264,3.97,67,50
"281",6.86,2.34819977229563,"8",-0.856615454884709,-0.525818250464659,5.2447,20,0.4429,0,392.23,216,3.33,37.2,35.4
"294",5.928,2.97262210703759,"4",-0.312354397586079,-0.89012178462863,5.5027,0,0.437,0,396.9,289,13.92,42.3,21.7
"308",6.481,3.0873635507784,"5",-1.05366615223488,1.368618600426,3.3175,0,0.544,0,396.9,304,9.9,82.5,22.8
"311",5.983,3.28993612666074,"3",-0.551486752365065,-1.54701457236491,2.6403,0,0.544,0,396.9,304,9.9,52.8,22.1
"314",6.456,2.28399881377025,"5",-0.0949880038324282,0.431102979977672,3.6023,0,0.544,0,395.69,304,9.9,87.3,23.8
"319",6.021,2.87698252582774,"5",-0.488320027076743,-0.24401601094397,4.0019,0,0.544,0,396.23,304,9.9,58.8,21
"322",5.961,3.14897008694827,"5",-0.175900499594692,-0.997706535589136,4.7211,0,0.493,0,396.9,287,7.38,49.9,20.4
"324",6.014,3.45499873992477,"4",-0.158780122998019,-0.997706535589136,4.7211,0,0.493,0,396.9,287,7.38,40.1,25
"333",6.086,2.34116824416398,"5",-0.248315164027441,-0.142360813351939,6.4584,0,0.515,0,389.71,224,5.19,38.1,22.2
"334",6.701,2.92887081956687,"5",-0.158780122998019,-1.61599016005755,6.4584,0,0.515,0,389.4,224,5.19,38.5,20.7
"337",6.485,3.54408219498746,"5",-0.621342604425458,-0.24401601094397,5.615,0,0.515,0,394.81,224,5.19,59.6,18.5
"342",5.706,3.72021043714433,"5",-1.27325227786251,1.368618600426,6.2669,0,0.518,0,389.96,422,1.89,59.7,16.5
"378",5.786,4.44211292378736,"24",1.71188672515517,0.833916637360556,1.3861,0,0.671,0,396.9,666,18.1,96.2,13.1
"394",6.377,4.30387419535558,"24",1.74246001076939,0.833916637360556,1.7821,0,0.693,0,396.9,666,18.1,94.7,12.7
"400",5.95,4.62969071879301,"24",1.46346992390542,0.763410225319547,1.5888,0,0.693,0,396.9,666,18.1,100,5.6
"409",6.086,4.12516395279021,"24",1.35815364331647,1.45124616523898,1.4655,0,0.597,0,179.36,666,18.1,100,27.5
"426",5.349,4.97255019151508,"24",1.00257563894808,0.833916637360556,1.9976,0,0.584,0,24.65,666,18.1,59.7,10.2
"441",5.859,3.43394614791895,"24",1.31100093462952,1.62150192036674,2.0651,0,0.74,0,385.96,666,18.1,97.2,17.1
"445",6.833,4.54117492821707,"24",2.23934996774825,-0.24401601094397,1.9879,0,0.74,0,43.06,666,18.1,94.8,11.8
"449",5.602,4.6025657951434,"24",2.05366507699716,0.833916637360556,2.185,0,0.713,0,304.21,666,18.1,98.3,13
"454",6.484,5.19437380746687,"24",1.09072282411952,0.833916637360556,2.4961,0,0.713,0,6.68,666,18.1,94.1,14.9
"498",6.376,2.99502882022491,"6",0.556915495826945,-1.54701457236491,2.4091,0,0.585,0,396.9,391,9.69,65.3,21.2
"502",5.926,3.57215130001286,"5",-0.634909866974509,-0.142360813351939,2.2875,0,0.573,0,396.9,273,11.93,76.7,20.6
"260",6.982,2.83860881851126,"5",-0.650710911866936,-1.88714317572526,2.1121,20,0.647,0,392.8,264,3.97,81.8,33.8
"262",7.802,1.31541277936379,"5",-0.722821344955904,-1.88714317572526,2.2885,20,0.647,0,386.86,264,3.97,91.5,48.8
"263",6.604,3.22442742699829,"6",-0.144608221590729,-1.88714317572526,2.0788,20,0.647,0,393.42,264,3.97,94.5,31
"142",6.195,4.3787117756316,"5",0.758071224646486,-1.54701457236491,1.3216,0,0.871,1,396.9,403,19.58,100,13.4
"282",7.024,2.62945023924811,"5",-0.398617088725536,-1.4986288445605,5.2119,20,0.4429,1,377.07,216,3.33,49.7,46
"216",6.516,2.61719309471249,"4",0.567637988437975,-1.06591919064377,3.1121,0,0.55,1,392.8,276,13.89,56,23.3
"219",5.983,4.12727934955292,"4",0.364134105668252,-1.06591919064377,3.3633,0,0.55,1,393.74,276,13.89,92.4,23
"227",7.185,2.47949778218025,"5",-0.903925559327132,-0.695829524768667,3.2157,0,0.504,0,372.08,307,6.2,79.9,31.6
"234",6.315,2.89681195165228,"5",-0.488320027076743,-0.695829524768667,3.6519,0,0.507,1,360.2,307,6.2,66.5,29
"275",6.782,2.48824498167994,"4",-1.04542245932965,-0.61251795246359,4.2673,40,0.447,0,396.9,254,6.41,42.8,32
