"","X1.RM","X1.LSTAT","X1.RAD","X1.CRIM","X1.PTRATIO","X1.DIS","X1.ZN","X1.NOX","X1.CHAS","X1.B","X1.TAX","X1.INDUS","X1.AGE","X1.MEDV"
"3",6.854,2.77877208221958,"8",-0.0797380461808361,-1.06591919064377,6.0622,0,0.458,0,394.63,222,2.18,45.8,33.4
"4",7.155,1.82178979285759,"8",-0.974159099984927,-0.435595771986813,6.0622,0,0.458,0,396.9,222,2.18,54.2,36.2
"12",6.108,2.61719309471249,"5",-1.10250301101527,-1.06591919064377,5.4509,12.5,0.524,0,390.5,311,7.87,39,21.7
"18",5.593,3.45499873992477,"5",0.208132786614066,-0.695829524768667,3.7965,0,0.538,0,288.99,307,8.14,36.6,20.2
"21",6.453,3.20580039622834,"8",0.521878431718159,-0.695829524768667,4.0123,0,0.538,0,392.53,307,8.14,89.2,19.6
"27",5.888,4.10391133802201,"4",0.556915495826945,1.45124616523898,4.4534,0,0.538,0,306.38,307,8.14,88.8,14.8
"36",5.895,2.94472334302253,"5",-1.31850898877402,0.431102979977672,3.3779,0,0.499,0,377.56,279,5.96,61.4,20
"43",5.741,3.12323901307444,"3",-0.306604034199992,-0.89012178462863,5.7209,0,0.448,0,394.46,233,6.91,6.5,24.7
"74",6.021,2.16440734043817,"4",-0.89552782493659,-0.24401601094397,4.2515,0,0.437,0,394.92,398,12.83,6,24.1
"76",5.569,2.97262210703759,"5",-0.675143348017347,-0.481155986929274,4.0522,0,0.437,0,373.66,398,12.83,74.5,20
"85",6.516,2.55900970520885,"3",-1.04542245932965,0.833916637360556,4.4377,0,0.449,0,392.3,247,4.49,56.1,26.6
"89",6.066,2.77307481746662,"2",-0.566103215570445,0.431102979977672,3.4145,0,0.489,0,396.06,270,3.41,63.1,28.7
"93",6.144,2.61719309471249,"4",-0.306604034199992,0.073471767344769,3.6659,28,0.464,0,396.33,270,15.04,28.9,25
"95",7.014,1.8913585973139,"3",-0.729009839932393,0.130160746119299,3.4952,0,0.445,0,357.98,276,2.89,57.8,28.4
"101",6.145,3.09392983387927,"7",0.037147236314132,0.833916637360556,2.8561,0,0.52,0,395.58,384,8.56,71.3,26.5
"111",6.115,3.48415435883694,"5",0.553018734793929,-1.42225756521518,2.6775,0,0.547,0,395.59,432,10.01,81.6,22.8
"113",6.127,3.721458316052,"8",0.814027997273468,0.130160746119299,2.548,0,0.547,0,396.9,432,10.01,95.4,18.7
"114",5.869,3.42829955762181,"6",0.290653449577162,-0.481155986929274,2.2565,0,0.547,0,388.74,432,10.01,84.2,18.5
