"","X1.RM","X1.LSTAT","X1.RAD","X1.CRIM","X1.PTRATIO","X1.DIS","X1.ZN","X1.NOX","X1.CHAS","X1.B","X1.TAX","X1.INDUS","X1.AGE","X1.MEDV"
"16",6.421,1.81251836199392,"4",-0.808230205790479,1.368618600426,4.4986,0,0.538,0,386.85,307,8.14,29.3,23.1
"32",5.57,4.01040710959376,"5",0.209881682277579,-0.0899986875399935,3.99,0,0.538,0,232.6,307,8.14,82,13.2
"33",5.57,4.42334872882577,"4",-0.521667919480987,1.45124616523898,3.7872,0,0.538,0,358.77,307,8.14,95,13.1
"34",5.57,4.32645706616516,"4",0.1383296778002,0.187985637785564,3.7598,0,0.538,0,248.31,307,8.14,96.9,13.5
"35",5.757,4.21047142468078,"6",-1.15573790796708,-1.16323735407812,3.3603,0,0.499,0,396.9,279,5.96,68.2,18.9
"38",6.575,1.46114289647888,"1",-1.20703386326315,-0.61251795246359,3.8473,0,0.499,0,393.43,279,5.96,30.2,24.7
"42",6.229,2.02590611631263,"4",-0.315232802777806,-0.997706535589136,5.7209,0,0.448,0,383.37,233,6.91,6.6,25.3
"47",5.036,4.13888231107415,"5",-0.0420875636227515,0.494955615629276,5.6894,0,0.448,0,392.74,233,6.91,85.5,16.6
"71",5.884,2.47949778218025,"4",-0.29369420124999,0.833916637360556,5.2873,0,0.413,0,376.94,305,10.81,17.5,21.7
"72",5.968,2.38528742469947,"4",-0.838312754307627,-0.695829524768667,5.2873,0,0.413,0,390.91,305,10.81,7.8,22.8
"74",6.122,2.03692454707193,"4",-1.22967731944375,-0.142360813351939,4.2515,0,0.437,0,394.92,398,12.83,6,24.1
"85",6.852,2.24247603239018,"5",-1.14415435440604,-1.06591919064377,4.4377,0,0.449,0,392.3,247,4.49,56.1,26.6
"86",6.003,2.84045185434419,"4",-0.348824429813104,-0.24401601094397,4.4272,0,0.449,0,395.99,247,4.49,45.1,22.5
"87",6.696,2.74435549976171,"7",-0.222909837165795,0.833916637360556,3.7476,0,0.449,0,395.15,247,4.49,56.8,22.2
"89",6.861,2.15410120372019,"8",0.521878431718159,-0.695829524768667,3.4145,0,0.489,0,396.06,270,3.41,63.1,28.7
"91",6.556,2.45080549121945,"6",-0.785389470655728,-0.525818250464659,3.0921,0,0.489,0,393.55,270,3.41,73.9,22
"96",6.103,3.66464769149628,"3",-1.05891424750766,0.187985637785564,3.4952,0,0.445,0,391.83,276,2.89,69.6,21.4
"97",7.024,2.4904258997364,"7",-0.469119370583586,-0.142360813351939,3.4952,0,0.445,0,396.9,276,2.89,76,38.7
"98",7.454,1.61290798071918,"8",-0.751363125104832,-1.88714317572526,3.4952,0,0.445,0,393.53,276,2.89,36.9,43.8
"99",6.433,2.95697326276409,"3",-0.0797380461808361,2.37435025588153,3.4952,0,0.445,0,396.9,276,2.89,62.5,33.2
"101",6.579,2.57789156243893,"5",-0.156607076134421,-0.0899986875399935,2.8561,0,0.52,0,395.58,384,8.56,71.3,26.5
"109",5.713,4.09643014889608,"6",0.410466167700012,-0.525818250464659,2.5451,0,0.52,0,391.23,384,8.56,91.2,19.4
"110",6.77,2.60692299288914,"8",0.209881682277579,-0.142360813351939,2.7778,0,0.52,0,393.49,384,8.56,54.4,21.7
"112",6.871,3.28843404925812,"6",0.311803455236347,-0.481155986929274,2.3534,0,0.547,0,394.95,432,10.01,92.9,18.8
"117",6.114,3.09392983387927,"5",-0.639749350050662,-0.695829524768667,2.7474,0,0.547,0,394.51,432,10.01,82.6,19.2
"120",6.453,3.1313120650726,"4",-1.20703386326315,0.833916637360556,2.2577,0,0.581,0,389.15,188,25.65,69.7,22
