"","X1.RM","X1.LSTAT","X1.RAD","X1.CRIM","X1.PTRATIO","X1.DIS","X1.ZN","X1.NOX","X1.CHAS","X1.B","X1.TAX","X1.INDUS","X1.AGE","X1.MEDV"
"7",6.63,3.4466007021822,"7",0.348802532757035,-1.06591919064377,5.9505,12.5,0.524,0,396.9,311,7.87,96.1,27.1
"13",6.715,2.28399881377025,"4",-0.469119370583586,2.37435025588153,4.7075,0,0.538,0,396.9,307,8.14,61.8,20.4
"16",6.538,2.94296768133818,"5",-0.788077790720798,0.833916637360556,4.4986,0,0.538,0,386.85,307,8.14,29.3,23.1
"22",5.966,3.88891128449072,"6",-0.168397045747662,-0.142360813351939,3.9769,0,0.538,0,396.9,307,8.14,91.7,15.2
"33",6.38,4.28804627883684,"3",-0.273963555361654,1.368618600426,3.7872,0,0.538,0,358.77,307,8.14,95,13.1
"36",6.442,3.4466007021822,"6",-0.69761900641397,-1.54701457236491,3.3779,0,0.499,0,377.56,279,5.96,61.4,20
"41",6.595,1.23969924478981,"7",-0.944292098836412,-0.525818250464659,5.7209,0,0.448,0,385.41,233,6.91,2.9,26.6
"43",5.877,2.4904258997364,"5",-0.885053898594895,0.130160746119299,5.7209,0,0.448,0,394.46,233,6.91,6.5,24.7
"45",5.96,2.57789156243893,"4",-0.136109565180084,0.833916637360556,5.1004,0,0.448,0,396.9,233,6.91,33.8,19.3
"46",6.03,3.66592498540228,"4",-0.273963555361654,-0.89012178462863,5.1004,0,0.448,0,396.9,233,6.91,33.3,20
"70",6.229,2.10172676468467,"1",-1.78337463925958,-0.142360813351939,5.2873,0,0.413,0,383.73,305,10.81,6.6,24.2
"73",6.167,2.13593193411735,"5",-1.41593677666986,0.833916637360556,5.2873,0,0.413,0,377.17,305,10.81,6.2,23.4
"76",6.718,2.63960938223065,"2",-1.21180293627608,-0.926703754699467,4.0522,0,0.437,0,373.66,398,12.83,74.5,20
"85",6.108,2.97781341840752,"3",-1.11221292701079,0.0178965792890688,4.4377,0,0.449,0,392.3,247,4.49,56.1,26.6
"90",6.065,3.54542647125892,"3",-0.751363125104832,0.833916637360556,3.0923,0,0.489,0,392.18,270,3.41,66.1,22.6
"91",5.599,4.69759226400322,"3",-0.582903572028058,-1.1943938643994,3.0921,0,0.489,0,393.55,270,3.41,73.9,22
"98",8.069,1.67749213297582,"5",-1.04542245932965,-0.525818250464659,3.4952,0,0.445,0,393.53,276,2.89,36.9,43.8
"103",5.813,3.70015526529711,"4",1.10308845635889,0.833916637360556,2.7147,0,0.52,0,394.47,384,8.56,87.4,19.3
"118",6.059,3.24290124344133,"4",0.215879314531124,1.368618600426,2.4775,0,0.547,0,338.63,432,10.01,73.1,20.4
"119",6.538,3.4466007021822,"6",-0.0188137501422606,-0.61251795246359,2.7592,0,0.547,0,391.5,432,10.01,65.2,19.3
"121",6.59,3.05423530652013,"2",-0.607493757566169,1.45124616523898,2.1974,0,0.581,0,377.67,188,25.65,84.1,20.3
"125",5.412,4.93081158460857,"4",0.304336945261535,-0.142360813351939,1.9929,0,0.581,0,385.02,188,25.65,88.4,21.4
"129",4.628,3.91669015108046,"4",-0.212853793637417,0.833916637360556,1.9799,0,0.624,0,396.9,437,21.89,94.7,14.3
"143",5.565,4.69759226400322,"5",1.16700786012726,-1.39574945375807,1.4118,0,0.871,0,396.9,403,19.58,100,15.6
"144",6.065,3.34629105473597,"5",0.645327177961844,0.833916637360556,1.3459,0,0.871,0,396.9,403,19.58,97.8,11.8
"147",5.536,4.54117492821707,"5",0.759242712580241,-0.435595771986813,1.4608,0,0.871,0,391.71,403,19.58,95.7,14.6
"148",6.195,4.34010663761075,"5",0.600747024227409,0.187985637785564,1.5296,0,0.871,0,356.99,403,19.58,93.8,17.8
"154",5.983,4.00375043806286,"24",1.42153440626727,1.45124616523898,1.7494,0,0.871,1,321.02,403,19.58,96,17
"159",6.538,4.12516395279021,"5",0.645327177961844,-1.54701457236491,1.7659,0,0.871,0,364.31,403,19.58,100,23.3
"161",7.82,1.85538972794189,"5",0.416099004770437,-1.88714317572526,1.9709,0,0.605,0,374.43,403,19.58,90.8,50
"162",7.82,2.39901955047957,"2",-0.273963555361654,-1.4986288445605,2.0407,0,0.605,1,389.61,403,19.58,98.2,50
"164",6.29,3.11513644455317,"4",-0.193971271081132,2.37435025588153,2.422,0,0.605,0,395.11,403,19.58,91.8,22.7
"165",6.442,3.66464769149628,"5",-0.480933234852322,-1.54701457236491,2.2834,0,0.605,0,240.16,403,19.58,93,25
"169",6.538,3.721458316052,"6",0.787215825772554,-0.341710340923556,2.2625,0,0.605,0,330.04,403,19.58,95.2,22.3
"170",5.572,3.54408219498746,"2",-0.106515801661242,0.833916637360556,2.4259,0,0.605,0,292.29,403,19.58,94.6,17.4
"182",7.249,2.94296768133818,"3",-0.517478183377313,-0.435595771986813,2.7006,0,0.488,0,394.12,193,2.46,92.2,37.9
"185",6.31,3.66464769149628,"3",-0.650710911866936,-0.695829524768667,3.2797,0,0.488,0,387.11,193,2.46,68.8,29.6
"186",7.82,1.29472254172168,"3",-0.89552782493659,-0.852800591791647,3.1992,0,0.488,0,392.63,193,2.46,53.6,50
"213",6.482,2.30084478259932,"4",-0.761118888909548,0.833916637360556,3.9454,0,0.489,0,385.81,277,10.59,32.3,28.1
"215",6.163,2.61719309471249,"4",-0.727178322130495,0.833916637360556,3.9454,0,0.489,0,393.63,277,10.59,42.4,25
"222",6.145,3.43817204186857,"5",-0.901950800107175,-1.54701457236491,3.2721,0,0.507,1,390.39,307,6.2,77.7,27.5
"223",6.226,3.30341021379394,"3",0.196253440286667,-0.525818250464659,3.2721,0,0.507,0,396.9,307,6.2,80.8,30.1
"225",8.247,0.739104017250585,"5",-0.607493757566169,-1.54701457236491,2.8944,0,0.504,0,382,307,6.2,83,50
"226",7.454,2.03692454707193,"5",-0.551486752365065,-0.341710340923556,3.2157,0,0.504,0,387.38,307,6.2,86.5,37.6
"229",6.438,2.25968019679516,"5",-0.882090459218835,-1.39574945375807,3.3751,0,0.504,0,380.34,307,6.2,21.4,31.5
"230",6.333,3.43817204186857,"3",-0.722821344955904,1.368618600426,3.6715,0,0.504,0,378.35,307,6.2,68.1,24.3
"232",7.185,1.97267222437275,"5",-0.873527715910176,-0.89012178462863,3.8384,0,0.507,0,385.91,307,6.2,73.3,41.7
"236",6.456,2.63960938223065,"8",-0.095907173904429,-1.42225756521518,4.148,0,0.507,1,388.45,307,6.2,76.5,25.1
"260",7.135,3.48415435883694,"6",0.311803455236347,-1.88714317572526,2.1121,20,0.647,0,392.8,264,3.97,81.8,33.8
"262",7.923,2.36218866261501,"5",0.521878431718159,-0.481155986929274,2.2885,20,0.647,0,386.86,264,3.97,91.5,48.8
"265",5.966,3.50475789712255,"5",0.334247870051978,-1.4986288445605,1.9865,20,0.647,0,392.4,264,3.97,62.8,22.8
"308",6.433,3.1313120650726,"5",-0.621654892418502,0.187985637785564,3.3175,0,0.544,0,396.9,304,9.9,82.5,22.8
"309",5.605,3.54408219498746,"4",0.239869957997484,0.130160746119299,3.1025,0,0.544,0,396.24,304,9.9,76.7,20.3
"311",6.302,2.92887081956687,"2",-0.480533584256675,-0.24401601094397,2.6403,0,0.544,0,396.9,304,9.9,52.8,22.1
"314",6.619,3.50475789712255,"2",-0.520002092729611,-1.06591919064377,3.6023,0,0.544,0,395.69,304,9.9,87.3,23.8
"320",6.009,3.66592498540228,"5",0.138667536513616,-1.54701457236491,4.5404,0,0.493,0,396.9,287,7.38,52.3,23.8
"321",6.482,2.47949778218025,"4",-1.41593677666986,-0.525818250464659,4.5404,0,0.493,0,396.9,287,7.38,54.3,23.1
"322",6.167,2.28399881377025,"4",-0.348824429813104,1.45124616523898,4.7211,0,0.493,0,396.9,287,7.38,49.9,20.4
"325",6.595,1.23969924478981,"5",-0.974159099984927,-1.34109488233123,5.4159,0,0.493,0,393.68,287,7.38,14.7,24.6
"327",6.302,3.09392983387927,"6",-0.80406874981701,-1.54701457236491,5.4159,0,0.493,0,396.9,287,7.38,43.7,22.2
"328",6.209,2.15410120372019,"4",-1.25383310223836,0.833916637360556,5.2146,0,0.46,0,382.44,430,3.24,25.8,19.3
"337",6.715,2.62537258770055,"8",-1.14415435440604,0.073471767344769,5.615,0,0.515,0,394.81,224,5.19,59.6,18.5
"339",5.807,3.62989822875245,"3",-0.45531208840365,0.431102979977672,4.8122,0,0.515,0,396.9,224,5.19,45.4,19
"396",6.404,4.69759226400322,"24",1.67732521081752,0.833916637360556,1.6768,0,0.693,0,396.9,666,18.1,96,12.5
"427",5.706,3.89007506090737,"24",1.04215131493884,0.833916637360556,1.8629,0,0.679,0,18.82,666,18.1,78.7,10.9
"428",5.412,5.19437380746687,"24",1.67732521081752,0.833916637360556,1.9356,0,0.679,0,96.73,666,18.1,78.1,11
"438",4.368,5.19437380746687,"24",1.63911539124475,0.833916637360556,1.8206,0,0.74,0,68.95,666,18.1,87.9,8.4
"457",4.368,4.9656374936897,"24",2.19223333175465,0.833916637360556,2.7792,0,0.713,0,3.5,666,18.1,80.3,13.5
"483",6.31,3.54542647125892,"24",0.759242712580241,0.833916637360556,4.0983,0,0.532,0,392.92,666,18.1,40.3,21.8
"484",6.312,3.49653837097157,"24",0.8135320278524,0.833916637360556,3.724,0,0.583,0,370.73,666,18.1,41.9,20.6
"487",6.416,3.07086176576405,"24",0.972481057837178,0.833916637360556,3.1523,0,0.583,0,388.22,666,18.1,53.2,20.6
"493",6.442,3.66464769149628,"24",0.984540295939018,0.833916637360556,2.3817,0,0.585,0,396.9,391,9.69,54,21.8
"494",5.741,3.48415435883694,"5",-0.510303915858043,-0.695829524768667,2.3817,0,0.585,0,396.9,391,9.69,42.6,24.5
"497",6.169,3.62989822875245,"5",-0.873527715910176,-0.142360813351939,2.8927,0,0.585,0,396.9,391,9.69,70.6,18.3
"501",6.195,3.42829955762181,"4",0.11311601621976,0.073471767344769,2.4786,0,0.573,0,391.99,273,11.93,69.1,22.4
"261",7.82,1.61290798071918,"5",-0.095907173904429,-1.88714317572526,2.1398,20,0.647,0,388.37,264,3.97,89.4,43.1
"145",5.456,3.76595466700007,"5",0.600747024227409,-1.54701457236491,1.4191,0,0.871,0,172.91,403,19.58,100,13.8
"152",4.628,4.27311819215158,"5",0.86066884267518,-1.54701457236491,1.6102,0,0.871,1,343.28,403,19.58,88,15.3
"160",6.127,3.91669015108046,"4",0.311803455236347,-1.54701457236491,1.7984,0,0.605,1,338.92,403,19.58,92.6,27
"163",8.034,2.21011810451908,"8",0.348802532757035,-1.54701457236491,2.162,0,0.605,1,388.45,403,19.58,93.9,50
"282",7.412,2.02590611631263,"3",-0.417569635481245,-1.4986288445605,5.2119,20,0.4429,1,377.07,216,3.33,49.7,46
"6",6.59,3.4466007021822,"5",-0.942237381503267,-1.42225756521518,5.5605,12.5,0.524,0,395.6,311,7.87,66.6,22.9
"0",6.433,2.86972612727689,"5",-0.520002092729611,-1.39574945375807,4.09,18,0.538,0,396.9,296,2.31,65.2,24
"342",6.358,3.61689752279119,"6",0.0110182073652438,-1.22492933060631,6.2669,0,0.518,0,389.96,422,1.89,59.7,16.5
"296",7.041,2.75972112897435,"2",-1.20703386326315,-1.1943938643994,5.9604,0,0.437,0,392.85,289,13.92,51,27.1
"216",5.39,3.83714700255807,"5",-0.271969284896619,-1.06591919064377,3.1121,0,0.55,1,392.8,276,13.89,56,23.3
"218",6.38,4.69759226400322,"4",0.0784381586264715,-1.06591919064377,2.8893,0,0.55,1,396.9,276,13.89,93.8,21.5
"174",5.936,3.8466409867859,"6",-0.408155814339856,-0.997706535589136,2.7019,0,0.51,0,393.23,296,4.05,68.7,22.6
"330",5.869,3.62989822875245,"24",0.942480786443448,-0.89012178462863,5.8736,0,0.46,0,368.57,430,3.24,32.2,19.8
"221",5.96,4.46630609235271,"8",0.511739418050659,-0.695829524768667,3.048,0,0.507,1,395.24,307,6.2,91.3,21.7
"228",7.61,1.31541277936379,"5",-1.17591624610692,-0.695829524768667,3.3751,0,0.504,0,377.51,307,6.2,17,46.7
"234",6.416,3.43817204186857,"5",-0.607493757566169,-0.695829524768667,3.6519,0,0.507,1,360.2,307,6.2,66.5,29
"276",6.162,2.7520523236812,"3",-1.12223315533557,-0.61251795246359,4.7872,40,0.447,1,389.25,254,6.41,49,33.2
"95",6.871,2.93240366729066,"5",-0.781538869372424,-0.435595771986813,3.4952,0,0.445,0,357.98,276,2.89,57.8,28.4
"315",5.877,3.50475789712255,"2",-0.901950800107175,-0.24401601094397,3.945,0,0.544,0,396.42,304,9.9,77.7,16.2
"318",6.538,3.4466007021822,"5",-0.607493757566169,-0.24401601094397,3.5325,0,0.544,0,395.21,304,9.9,67.2,23.1
"87",5.39,3.8466409867859,"3",-1.14415435440604,-0.193693261025715,3.7476,0,0.449,0,395.15,247,4.49,56.8,22.2
"64",6.728,2.77877208221958,"5",-1.01481157836723,-0.142360813351939,9.2229,17.5,0.4161,0,393.24,216,1.38,59.5,33
