"","RM","LSTAT","RAD","CRIM","PTRATIO","DIS","ZN","NOX","CHAS","B","TAX","INDUS","AGE","MEDV"
"2",7.30934338575379,1.90148709578794,1,-1.00292592533562,-0.0246707121747458,4.9671,0,0.469,0,392.83,242,7.07,61.1,34.7
"3",7.55333058426501,1.43679128612393,1,-0.254483089738067,-0.147095660375043,6.0622,0,0.458,0,394.63,222,2.18,45.8,33.4
"28",6.10296425974999,4.24995032115243,3,0.251243777190614,0.0648144882718231,4.4547,0,0.538,0,387.94,307,8.14,94.4,18.4
"42",6.10495591304139,2.79691803101408,1,-0.556898054882074,-0.545893906663583,5.7209,0,0.448,0,383.37,233,6.91,6.6,25.3
"71",5.53164099624786,2.73859974048919,4,-1.24822410459176,-0.211086367314252,5.2873,0,0.413,0,376.94,305,10.81,17.5,21.7
"72",5.83552484855544,2.77960131960891,6,-0.773141086321614,0.460430790439955,5.2873,0,0.413,0,390.91,305,10.81,7.8,22.8
"79",6.40740255718922,2.61093273590958,13,0.721389930653933,0.477514695220062,4.5026,0,0.437,0,396.06,398,12.83,36.6,20.3
"86",5.09973476660284,4.37773911171814,3,-0.534671732138684,-0.180847009573625,4.4272,0,0.449,0,395.99,247,4.49,45.1,22.5
"88",6.41006066348449,2.65071156934487,1,-0.0269205592263494,0.451853571369985,3.4217,0,0.489,0,396.9,270,3.41,86.3,23.6
"89",6.59274999889669,1.54840822367318,6,-0.709023797089644,0.259444659736964,3.4145,0,0.489,0,396.06,270,3.41,63.1,28.7
"95",6.35764495051341,2.80272346006815,2,-0.595014262273524,0.324033591935827,3.4952,0,0.445,0,357.98,276,2.89,57.8,28.4
"97",7.0427856866303,2.02825291729555,4,-0.115723661707807,-0.218048473119357,3.4952,0,0.445,0,396.9,276,2.89,76,38.7
"98",7.42781253293877,1.15580426592925,1,-1.05017282780138,-0.641971898460239,3.4952,0,0.445,0,393.53,276,2.89,36.9,43.8
"100",6.96876851268541,3.0956658744309,9,0.390140253546594,0.425086722093275,2.7778,0,0.52,0,394.76,384,8.56,79.9,27.5
"101",5.84164944974767,3.80069288744346,4,-0.71776241799155,0.294266686146679,2.8561,0,0.52,0,395.58,384,8.56,71.3,26.5
"104",5.97231503286229,3.13050905291342,7,0.272092751489884,1.91268020515792,2.421,0,0.52,0,392.69,384,8.56,90,20.1
"109",6.49322303295818,3.28799384712034,7,-0.430881990216521,1.22578342857649,2.5451,0,0.52,0,391.23,384,8.56,91.2,19.4
"110",6.55936119745376,2.69672432804826,4,-0.69457338619731,-1.51705380790393,2.7778,0,0.52,0,393.49,384,8.56,54.4,21.7
"114",6.32341731267689,2.9254699161503,4,0.0960161054799371,1.8316638710174,2.2565,0,0.547,0,388.74,432,10.01,84.2,18.5
"119",5.31895690148715,3.02133729720333,19,0.823018002842007,1.23738498896372,2.7592,0,0.547,0,391.5,432,10.01,65.2,19.3
"120",5.4284020575112,4.48691938761646,2,0.995130794334222,0.142571266070707,2.2577,0,0.581,0,389.15,188,25.65,69.7,22
