"","RM","LSTAT","RAD","CRIM","PTRATIO","DIS","ZN","NOX","CHAS","B","TAX","INDUS","AGE","MEDV"
"0",6.49144136533311,3.38567193256083,5,0.0486680074691781,-0.662898887523984,4.09,18,0.538,0,396.9,296,2.31,65.2,24
"2",7.35286060489644,2.06013562146459,1,-0.621600585793852,-1.06434449855432,4.9671,0,0.469,0,392.83,242,7.07,61.1,34.7
"4",7.41199067887512,2.50457908749528,1,-1.82001642340934,-3.40213407204455,6.0622,0,0.458,0,396.9,222,2.18,54.2,36.2
"5",6.43135131977261,2.53488981333425,1,-0.721129474122072,-0.574683582472062,6.0622,0,0.458,0,394.12,222,2.18,58.7,28.7
"16",6.02543083650306,3.90240374687924,7,-0.029266855708225,-1.55415492844094,4.4986,0,0.538,0,386.85,307,8.14,29.3,23.1
"17",6.05927497546963,3.68095764235648,7,-0.205928610345027,1.30477786104279,4.2579,0,0.538,0,386.75,307,8.14,81.7,17.5
"36",5.95733045602938,4.30175796410948,3,-0.605779972291367,-0.340247415793487,3.3779,0,0.499,0,377.56,279,5.96,61.4,20
"37",6.24371470288267,3.1037291225878,6,-0.501170251221396,0.378780325091049,3.9342,0,0.499,0,396.9,279,5.96,41.5,21
"38",6.07895435414946,2.55659876378035,1,-0.581217698903829,0.202837331862886,3.8473,0,0.499,0,393.43,279,5.96,30.2,24.7
"43",6.18099333930666,2.83675744499983,2,-0.949865404815686,-0.921244211652548,5.7209,0,0.448,0,394.46,233,6.91,6.5,24.7
"74",5.76233628228567,3.04500865449898,10,-0.0233748627235028,1.32399025696959,4.2515,0,0.437,0,394.92,398,12.83,6,24.1
"79",6.12940870450484,3.39241101734254,6,-0.680146861961564,0.858091767977069,4.5026,0,0.437,0,396.06,398,12.83,36.6,20.3
"86",5.90901794616084,2.42386784948154,4,-0.479072110270071,0.649440033840658,4.4272,0,0.449,0,395.99,247,4.49,45.1,22.5
"89",6.58675270834934,2.63760804943423,1,-0.439239599225626,-1.12658313796711,3.4145,0,0.489,0,396.06,270,3.41,63.1,28.7
"95",6.58077032422451,2.95202532968495,7,-0.335558732859542,0.0312015958381327,3.4952,0,0.445,0,357.98,276,2.89,57.8,28.4
"97",7.41306804658237,1.61950736153803,11,0.0346831926772011,-0.0615457896068615,3.4952,0,0.445,0,396.9,276,2.89,76,38.7
"99",6.59678164943869,2.44985078471566,1,-0.576947499061756,0.112380077675979,3.4952,0,0.445,0,396.9,276,2.89,62.5,33.2
"100",6.74580048833309,2.65698966574899,4,-0.643957535558933,1.05297005382346,2.7778,0,0.52,0,394.76,384,8.56,79.9,27.5
"112",5.81030567205141,3.46981583584417,7,-0.633497903062148,0.941498606072136,2.3534,0,0.547,0,394.95,432,10.01,92.9,18.8
"113",5.76894525384521,4.5005868714789,12,0.396747496807938,0.366321703739971,2.548,0,0.547,0,396.9,432,10.01,95.4,18.7
"114",6.47121580016668,3.31909982719536,5,-0.495616070440646,0.579759016759806,2.2565,0,0.547,0,388.74,432,10.01,84.2,18.5
"117",5.85597787828224,4.08590140336132,7,0.177041125401945,0.743178849130041,2.7474,0,0.547,0,394.51,432,10.01,82.6,19.2
"118",6.10375808837323,3.14701860407444,16,0.257924020001349,1.06864464017951,2.4775,0,0.547,0,338.63,432,10.01,73.1,20.4
"120",5.92789799629923,4.00334317133217,1,-0.0872377570750493,-0.662642904688591,2.2577,0,0.581,0,389.15,188,25.65,69.7,22
"121",5.5872600121363,3.8072087350802,1,-0.770702387438577,-1.88181515552951,2.1974,0,0.581,0,377.67,188,25.65,84.1,20.3
"122",5.42903078177538,4.39196377927343,1,-0.784549585647273,-0.296529588149343,2.0869,0,0.581,0,378.09,188,25.65,92.9,20.5
"125",5.85118481433946,3.55797582503614,1,-1.05889601528557,-0.668896983910481,1.9929,0,0.581,0,385.02,188,25.65,88.4,21.4
"128",6.12705422881627,3.80396930750012,7,0.221876878593793,-0.486568889681922,1.8125,0,0.624,0,396.9,437,21.89,98.8,18
"134",6.17032256386749,4.36445734341925,12,1.14218610674277,0.282964968711527,2.346,0,0.624,0,262.76,437,21.89,98.4,15.6
"145",5.812902679363,4.23488304829289,10,1.54694830905243,0.321014447152113,1.4191,0,0.871,0,172.91,403,19.58,100,13.8
"149",6.20063394678496,4.29327130971599,5,0.774142416689433,-0.709703299192119,1.5257,0,0.871,0,351.85,403,19.58,94.9,15.4
"151",6.41912588014493,4.30943115834753,6,0.812352879420899,-0.148604553435762,1.5916,0,0.871,0,341.6,403,19.58,100,19.6
