"","RM","LSTAT","RAD","CRIM","PTRATIO","DIS","ZN","NOX","CHAS","B","TAX","INDUS","AGE","MEDV"
"3",7.03402688424234,1.61728888494108,1,-1.18197638437942,-0.599684291070096,6.0622,0,0.458,0,394.63,222,2.18,45.8,33.4
"13",6.33736151972022,2.92677371786429,1,-0.709260954679709,-0.557031362828231,4.7075,0,0.538,0,396.9,307,8.14,61.8,20.4
"19",5.80727105219503,2.58755908762487,2,-0.527740422376472,-0.287603223099383,3.7965,0,0.538,0,390.95,307,8.14,69.5,18.2
"42",6.93287422046804,2.06125645227682,1,-1.07241229346631,0.58174539953366,5.7209,0,0.448,0,383.37,233,6.91,6.6,25.3
"45",5.57294469961449,2.62132359121401,3,-0.848739103513437,0.154012737668974,5.1004,0,0.448,0,396.9,233,6.91,33.8,19.3
"71",5.44700508876281,3.38357349046539,2,-0.617885832983705,-0.653137311841707,5.2873,0,0.413,0,376.94,305,10.81,17.5,21.7
"74",7.09618250862111,1.25046757659551,10,-0.961712039131617,1.10231881500656,4.2515,0,0.437,0,394.92,398,12.83,6,24.1
"79",5.68062345817568,3.99970682002423,1,-1.38023908804261,-1.16048952932693,4.5026,0,0.437,0,396.06,398,12.83,36.6,20.3
"89",7.31885999833418,2.4782098804979,1,-0.67719303894899,-1.05097489341613,3.4145,0,0.489,0,396.06,270,3.41,63.1,28.7
"98",7.42110383146045,1.83845023872357,8,-0.812959709036527,-1.56701224132687,3.4952,0,0.445,0,393.53,276,2.89,36.9,43.8
"99",6.98939502513934,1.79053034074458,4,-0.108632093059987,-0.282715305559807,3.4952,0,0.445,0,396.9,276,2.89,62.5,33.2
"111",6.31844534345294,2.84213670847826,12,-0.0463039164053351,-0.174469510782807,2.6775,0,0.547,0,395.59,432,10.01,81.6,22.8
"121",5.86865476198307,3.30034635184727,1,-0.441227021335353,1.5494979209649,2.1974,0,0.581,0,377.67,188,25.65,84.1,20.3
"125",6.64615596979767,3.49008694986885,1,-1.2097473780527,0.476479676617415,1.9929,0,0.581,0,385.02,188,25.65,88.4,21.4
"126",6.07097299905889,3.79741502056418,1,-0.864936454537443,-0.125034834316311,1.7572,0,0.581,0,359.29,188,25.65,95.6,15.7
"130",5.37089209291051,4.85978159584767,15,0.433115557239735,0.800563842648019,2.1185,0,0.624,0,395.04,437,21.89,98.9,19.2
"131",5.9013617733163,3.56210451952256,14,-0.115188877108691,-0.0914967281881897,2.271,0,0.624,0,396.9,437,21.89,97.7,19.6
"133",5.47051854920018,4.82726951364159,9,0.252225700998954,0.769059446511931,2.4699,0,0.624,0,388.69,437,21.89,95.4,18.4
"140",5.70037849665433,5.4181351597859,10,0.422096921068204,1.60916219453508,1.6119,0,0.624,0,388.08,437,21.89,93.6,14
"143",6.08439500174022,4.74533370063832,14,1.15476511064207,-0.754130585577121,1.4118,0,0.871,0,396.9,403,19.58,100,15.6
"144",5.72208700479289,5.16319434973901,20,1.56845304802719,1.69582771772699,1.3459,0,0.871,0,396.9,403,19.58,97.8,11.8
"145",6.0693776501231,5.52758593565751,14,0.998799636950417,0.365812144083208,1.4191,0,0.871,0,172.91,403,19.58,100,13.8
"148",5.69076975950125,5.10420549045083,14,0.61801255085414,-0.712820428976866,1.5296,0,0.871,0,356.99,403,19.58,93.8,17.8
"149",6.06478310979168,4.23041363408614,10,0.448512369127041,-1.16151451910553,1.5257,0,0.871,0,351.85,403,19.58,94.9,15.4
"150",5.93890016060696,4.47131311075883,18,0.949664058216947,0.350171962044202,1.618,0,0.871,0,372.8,403,19.58,97.3,21.5
"151",6.27962071470164,3.89712408830507,16,1.48838471416004,-0.104932964294167,1.5916,0,0.871,0,341.6,403,19.58,100,19.6
"153",7.22434609754298,4.53455075291091,18,0.998840557499168,0.548647448760576,1.6232,0,0.871,0,261.95,403,19.58,98.5,19.4
"154",6.02241596926309,4.41063234099996,21,1.97645619396021,-0.617635855762599,1.7494,0,0.871,1,321.02,403,19.58,96,17
"156",6.76978235235102,5.1296008583791,6,1.17598326860621,-0.399902125724062,1.7364,0,0.871,0,88.63,403,19.58,94,13.1
"158",5.60236274344123,4.07948767104664,5,0.544558980367095,0.200552047164866,1.7573,0,0.605,0,353.89,403,19.58,100,24.3
"161",7.11457591735382,2.88767914598045,13,0.21649617599748,-0.680273299666369,1.9709,0,0.605,0,374.43,403,19.58,90.8,50
"164",6.86333930868604,2.96689077996794,1,-0.396115673791903,0.624496910673948,2.422,0,0.605,0,395.11,403,19.58,91.8,22.7
"165",7.06430782921557,2.55169154684246,14,-0.0449561152529842,-0.629655080457172,2.2834,0,0.605,0,240.16,403,19.58,93,25
"166",7.12712298167733,1.58249559158718,3,-0.0808649786791802,-1.48485634099962,2.0459,0,0.605,0,369.3,403,19.58,96.2,50
"167",6.09303174810777,2.99734467654484,11,-0.0228195346565797,0.214557268601817,2.4259,0,0.605,0,227.61,403,19.58,79.2,23.8
"169",5.98482603871442,3.88772397014853,8,0.271444436521898,-0.872384225142152,2.2625,0,0.605,0,330.04,403,19.58,95.2,22.3
"175",6.96430208213439,1.91405540602886,7,-0.715260340366476,0.403028745534485,3.1323,0,0.51,0,390.96,296,4.05,33.1,29.4
"177",6.32482987197912,3.25772419479797,13,0.325491883958825,-0.782735228768289,3.3175,0,0.51,0,395.6,296,4.05,73.4,24.6
"186",7.72475553645403,1.32947682984913,1,-1.3325736606303,-1.31787919847282,3.1992,0,0.488,0,392.63,193,2.46,53.6,50
"206",5.86064780255503,3.91543801907794,8,0.215793768478305,-0.313568849192496,4.3549,0,0.489,0,394.87,277,10.59,52.5,24.4
"209",6.05899768277438,3.92309107903073,1,-0.0214190049640515,-1.01579547421173,3.875,0,0.489,1,396.9,277,10.59,100,20
"212",6.57335366455125,3.31377293845179,2,-0.497944057788919,-0.442340918550129,3.6526,0,0.489,1,390.94,277,10.59,53.8,22.4
"216",6.53679828932902,3.62266438551918,7,-0.56979538527249,-1.10564394973676,3.1121,0,0.55,1,392.8,276,13.89,56,23.3
"218",6.65226556467264,3.19616640958044,2,-0.436058331619843,0.332391823797473,2.8893,0,0.55,1,396.9,276,13.89,93.8,21.5
"220",6.50111982665447,3.91545058061003,3,-0.33857632876408,0.251302153806192,2.8617,0,0.507,1,391.7,307,6.2,88.5,26.7
"224",7.30262997705374,1.93546021068563,12,0.672560406285632,-0.196012042151144,2.8944,0,0.504,0,385.05,307,6.2,78.3,44.8
"225",7.28589839244813,1.49820492448317,6,-0.238390426890499,-0.448456541725553,2.8944,0,0.504,0,382,307,6.2,83,50
"226",7.05920755451299,1.48911748041535,5,-0.0782742272447385,-1.12963453904123,3.2157,0,0.504,0,387.38,307,6.2,86.5,37.6
"227",6.18921014555807,2.90243952072902,1,-1.04954451425891,-0.440402808545875,3.2157,0,0.504,0,372.08,307,6.2,79.9,31.6
"228",7.43370525583082,1.54922875325723,11,-0.183648275311994,-0.927427660992162,3.3751,0,0.504,0,377.51,307,6.2,17,46.7
"230",6.10629088444517,2.8351173867597,12,-0.307893599553296,0.174171167268847,3.6715,0,0.504,0,378.35,307,6.2,68.1,24.3
"233",7.22985145066534,0.917147141687844,6,-0.148371496514472,0.0219885606473473,3.6519,0,0.507,0,378.95,307,6.2,70.4,48.3
