"","RM","LSTAT","RAD","CRIM","PTRATIO","DIS","ZN","NOX","CHAS","B","TAX","INDUS","AGE","MEDV"
"3",7.04108506322104,1.5674319101799,7,-0.499464380106348,0.262044944994847,6.0622,0,0.458,0,394.63,222,2.18,45.8,33.4
"71",5.76476230110676,3.5081403961912,4,-0.721459874214016,0.267863321609532,5.2873,0,0.413,0,376.94,305,10.81,17.5,21.7
"73",5.90927963711646,3.14533590972701,2,-0.998604126330449,-0.490731015797439,5.2873,0,0.413,0,377.17,305,10.81,6.2,23.4
"86",6.03382234101883,2.41653806298076,1,-1.51216805089321,0.114403739037057,4.4272,0,0.449,0,395.99,247,4.49,45.1,22.5
"88",6.79125126613989,3.10765696863558,1,0.083479551621837,0.0705128043892216,3.4217,0,0.489,0,396.9,270,3.41,86.3,23.6
"89",6.14055739738694,2.39820255018802,1,-0.312680383518788,1.40564296753483,3.4145,0,0.489,0,396.06,270,3.41,63.1,28.7
"90",5.79842715515324,3.29719726418607,1,-0.684858125933142,1.08510810126144,3.0923,0,0.489,0,392.18,270,3.41,66.1,22.6
"95",6.38699770113234,2.66388882342105,5,-0.712877536166094,0.989625764829172,3.4952,0,0.445,0,357.98,276,2.89,57.8,28.4
"96",6.16378562782919,3.23480017930429,1,-0.303739871463572,0.789924466617336,3.4952,0,0.445,0,391.83,276,2.89,69.6,21.4
"111",6.91841257634937,3.16702224204005,11,0.770520654456222,0.885965742584534,2.6775,0,0.547,0,395.59,432,10.01,81.6,22.8
"112",6.09323885351962,3.80495057217986,9,0.278354258943299,1.20111240286348,2.3534,0,0.547,0,394.95,432,10.01,92.9,18.8
"113",5.37120556809188,3.98040224825579,11,0.515486188425538,0.6974344548515,2.548,0,0.547,0,396.9,432,10.01,95.4,18.7
"115",5.88431434291204,3.10379847773684,10,0.154431320342622,0.228496733090176,2.4631,0,0.547,0,344.91,432,10.01,88.2,18.3
"124",5.82498211067211,3.6235187385135,1,-0.931190544983647,1.45707045767109,2.0063,0,0.581,0,379.38,188,25.65,95.8,18.8
"127",4.81256819384074,4.10055382105311,13,0.570024291664294,1.90919900906123,1.7883,0,0.624,0,392.11,437,21.89,96,16.2
"132",5.85411355274867,3.30724057613582,2,0.0829509611229229,0.199961259168789,2.3274,0,0.624,0,385.76,437,21.89,97.9,23
"136",5.36332752650445,4.21339272538108,6,0.223079879415692,0.0749235529814058,1.9669,0,0.624,0,378.25,437,21.89,93.5,17.4
"141",5.71842007747264,5.15081151111452,5,0.621670981062764,0.360718884340754,1.4394,0,0.624,0,396.9,437,21.89,100,14.4
"143",5.43734618592595,5.28939380421837,14,1.71622131336085,-0.000574322640406015,1.4118,0,0.871,0,396.9,403,19.58,100,15.6
"144",5.11884420639904,4.05627742186578,7,0.681453842649191,-0.213804731356813,1.3459,0,0.871,0,396.9,403,19.58,97.8,11.8
"150",5.32987355657748,3.66645938261257,15,1.45295704424743,-0.713893581004867,1.618,0,0.871,0,372.8,403,19.58,97.3,21.5
"151",6.15125617286991,4.39575410997039,9,0.542822293774946,-1.09437807780934,1.5916,0,0.871,0,341.6,403,19.58,100,19.6
"156",5.51049722503704,4.40602739284085,11,0.456477254061321,-1.7820308510338,1.7364,0,0.871,0,88.63,403,19.58,94,13.1
"158",6.88950624042523,3.75559673923501,9,0.059577795557686,-0.031822879373319,1.7573,0,0.605,0,353.89,403,19.58,100,24.3
"159",5.63952866953933,3.90794080631099,12,0.90257508031751,-0.474480955234395,1.7659,0,0.871,0,364.31,403,19.58,100,23.3
