"","RM","LSTAT","RAD","CRIM","PTRATIO","DIS","ZN","NOX","CHAS","B","TAX","INDUS","AGE","MEDV"
"25",5.97752386614902,4.14768125827709,3,0.323059825650444,0.413481426106412,4.4546,0,0.538,0,303.42,307,8.14,85.7,13.9
"41",6.41207366259983,2.21618264573143,1,-1.78602725205311,-0.204861413317889,5.7209,0,0.448,0,385.41,233,6.91,2.9,26.6
"43",5.8454987073893,3.44267899712982,1,-1.02396503517294,-1.22660392664338,5.7209,0,0.448,0,394.46,233,6.91,6.5,24.7
"48",5.49765772032251,4.62578088792907,6,0.288643042475668,0.357121693560025,5.87,0,0.448,0,396.9,233,6.91,95.3,14.4
"72",6.25468916476802,2.45281675904192,5,-1.47326472185979,0.394926249796463,5.2873,0,0.413,0,390.91,305,10.81,7.8,22.8
"74",5.98875053990934,2.50824819142137,9,-0.853786139036144,0.83414139251372,4.2515,0,0.437,0,394.92,398,12.83,6,24.1
"88",5.76334202412623,4.4869141693981,4,0.072974684571978,-0.383192535929628,3.4217,0,0.489,0,396.9,270,3.41,86.3,23.6
"96",6.23421760359134,3.03317790066234,2,-0.177525179626829,-0.144655996231373,3.4952,0,0.445,0,391.83,276,2.89,69.6,21.4
"97",7.01094381328326,2.44252270105361,3,-0.269479064639058,-0.482952513105965,3.4952,0,0.445,0,396.9,276,2.89,76,38.7
"99",6.17270488298875,2.58652892303644,1,-0.750706349597141,-0.904990189357978,3.4952,0,0.445,0,396.9,276,2.89,62.5,33.2
"108",6.16313755110371,3.72050908351747,8,0.743647316925372,1.36250652981059,2.4329,0,0.52,0,395.24,384,8.56,97.1,19.8
"110",5.91100997177815,3.93948201728059,8,0.141279753952625,-0.21476666290359,2.7778,0,0.52,0,393.49,384,8.56,54.4,21.7
"117",6.16872723423906,3.73716745752643,9,0.91921149306179,0.549438968359977,2.7474,0,0.547,0,394.51,432,10.01,82.6,19.2
"119",5.68487027827143,3.61890703791201,5,-0.397040898544268,-0.496396088502074,2.7592,0,0.547,0,391.5,432,10.01,65.2,19.3
"120",6.06323677721963,3.71206705610024,2,-0.19481884144109,-0.0454091530518021,2.2577,0,0.581,0,389.15,188,25.65,69.7,22
"125",5.72895606364129,3.98988131603022,1,-0.151889682476202,1.04975317540228,1.9929,0,0.581,0,385.02,188,25.65,88.4,21.4
"145",6.30002806001488,3.78083388177679,8,0.575222831978723,0.577948290825456,1.4191,0,0.871,0,172.91,403,19.58,100,13.8
"147",6.50989780978244,3.74213458855803,7,0.995480024577302,-0.460130080405886,1.4608,0,0.871,0,391.71,403,19.58,95.7,14.6
"150",6.72487720345941,2.97558568687981,10,0.864332959041777,-0.260533185741448,1.618,0,0.871,0,372.8,403,19.58,97.3,21.5
"151",6.97211533455723,3.63208041229336,11,0.881471043028015,-0.22110286565158,1.5916,0,0.871,0,341.6,403,19.58,100,19.6
"160",6.1726942299076,3.60850280834121,9,1.07659040582542,0.0247625010753295,1.7984,0,0.605,1,338.92,403,19.58,92.6,27
"161",8.76784964623704,1.43653368245768,3,-0.375678790302889,-0.739316180914644,1.9709,0,0.605,0,374.43,403,19.58,90.8,50
"166",8.36339998044657,1.6272653455046,9,0.394439075986681,0.210284727922716,2.0459,0,0.605,0,369.3,403,19.58,96.2,50
"168",6.17707437884721,3.93573367190252,13,1.11907377444975,0.744473519688147,2.1,0,0.605,0,297.09,403,19.58,96.1,23.8
"169",6.10742940348286,3.62048414263048,7,0.781860463254843,0.324496541591213,2.2625,0,0.605,0,330.04,403,19.58,95.2,22.3
"170",6.28629371596768,4.26807842029882,2,0.212575754215328,0.470990311394425,2.4259,0,0.605,0,292.29,403,19.58,94.6,17.4
"175",7.46221493723102,1.74342064966805,4,-1.59378890754613,-0.204670785005224,3.1323,0,0.51,0,390.96,296,4.05,33.1,29.4
"178",7.03662588510455,2.64863263502424,6,0.0457134618217504,0.617770416015027,2.9153,0,0.51,0,391.27,296,4.05,74.4,29.9
"179",7.00973757492442,2.41571455024932,1,-0.890984854770448,-1.12672967187689,2.829,0,0.488,0,396.9,193,2.46,58.4,37.2
"180",6.85613078638222,2.43923868888023,1,-0.576928208351699,-0.632822254360958,2.741,0,0.488,0,395.56,193,2.46,83.3,39.8
"182",7.75685604987897,2.38967107075312,5,-0.524296609716027,-1.86126926527702,2.7006,0,0.488,0,394.12,193,2.46,92.2,37.9
"206",5.92830371311743,3.2345244549323,4,-0.335438872728215,0.325705642062031,4.3549,0,0.489,0,394.87,277,10.59,52.5,24.4
"208",5.63110259431363,3.15665504682906,5,-0.189526120181413,-0.434319822221503,4.2392,0,0.489,1,381.32,277,10.59,59.1,24.4
"210",5.23859511934387,3.94591296582073,7,-0.220261735697347,1.16206980563767,3.8771,0,0.489,1,393.25,277,10.59,92.1,21.7
"215",6.48292761292593,2.32100190625111,1,-0.772417961165179,-0.629182909535578,3.9454,0,0.489,0,393.63,277,10.59,42.4,25
"216",6.19655962803323,3.49697813243395,1,-0.358471274856829,-0.108807821924974,3.1121,0,0.55,1,392.8,276,13.89,56,23.3
"220",6.26528363516373,3.57100946053441,2,-0.0774180679901677,-0.221503034467234,2.8617,0,0.507,1,391.7,307,6.2,88.5,26.7
"225",8.27596902459457,1.93667752323371,5,-0.261093653499382,-1.01110290388682,2.8944,0,0.504,0,382,307,6.2,83,50
"229",6.56454970844768,2.61598058768585,10,-0.593210366128913,0.723280088840709,3.3751,0,0.504,0,380.34,307,6.2,21.4,31.5
"235",6.50478997102091,3.48953599161962,1,-0.576878506788218,-0.753805202026167,3.6519,0,0.507,0,376.75,307,6.2,61.5,24
"237",6.79399326214203,3.00746703600863,1,-0.167479517784054,-0.260873448260949,4.148,0,0.507,0,390.07,307,6.2,71.6,31.5
"257",8.64811747696521,1.56991122143187,6,-0.140474481594189,-1.79586299758098,1.801,20,0.647,0,389.7,264,3.97,86.9,50
"259",6.92653944133514,2.93795869486614,12,-0.248768268194318,-0.421743164910075,2.0107,20,0.647,0,391.93,264,3.97,100,30.1
"262",9.06264901372555,1.69195432609221,6,-0.537116014074661,-1.09112928993772,2.2885,20,0.647,0,386.86,264,3.97,91.5,48.8
"265",6.33485329956891,2.88267261038751,1,-0.601375699287675,-0.934089290972829,1.9865,20,0.647,0,392.4,264,3.97,62.8,22.8
"308",6.60236604679774,3.22005962148682,2,-0.212854615534593,0.558642437723589,3.3175,0,0.544,0,396.9,304,9.9,82.5,22.8
"311",5.91651510153401,2.26519955402266,13,0.358071654530726,0.785135572822068,2.6403,0,0.544,0,396.9,304,9.9,52.8,22.1
"315",5.99937643428917,4.24107702615786,3,0.0189086682836966,-0.313167941358836,3.945,0,0.544,0,396.42,304,9.9,77.7,16.2
