"","RM","LSTAT","RAD","CRIM","PTRATIO","DIS","ZN","NOX","CHAS","B","TAX","INDUS","AGE","MEDV"
"1",5.32916014796592,3.60011333477408,2,-0.262614835638498,-0.995133350778326,4.9671,0,0.469,0,396.9,242,7.07,78.9,21.6
"3",7.13870963800768,1.61592208762411,2,-1.02230530452025,-0.172041003938845,6.0622,0,0.458,0,394.63,222,2.18,45.8,33.4
"4",7.06272729699768,1.26638717820449,10,-0.126028999063311,-0.930953685084601,6.0622,0,0.458,0,396.9,222,2.18,54.2,36.2
"14",5.86654100917396,4.30752796687129,3,-1.04796841637442,0.953117690185593,4.4619,0,0.538,0,380.02,307,8.14,84.5,18.2
"16",6.64424861979825,2.07995742671881,4,-0.42967525175546,0.333135083546168,4.4986,0,0.538,0,386.85,307,8.14,29.3,23.1
"19",6.22565263099901,2.92308642734906,5,-0.428277653143072,-0.984802752599745,3.7965,0,0.538,0,390.95,307,8.14,69.5,18.2
"37",5.66893638746827,2.90878278772793,1,-0.480432156668725,-1.26127466524483,3.9342,0,0.499,0,396.9,279,5.96,41.5,21
"41",6.07266846557371,1.68739344317748,7,-0.277825762803879,-0.138863048802133,5.7209,0,0.448,0,385.41,233,6.91,2.9,26.6
"44",6.46118667796656,2.1623422275778,1,-1.93953318068547,0.579145044179907,5.7209,0,0.448,0,389.39,233,6.91,40,21.2
"70",5.75172046322923,2.72849176320756,1,-1.36647623847124,-0.397668339410385,5.2873,0,0.413,0,383.73,305,10.81,6.6,24.2
"71",5.7723514085919,2.6403331774006,6,-0.749304391674532,1.59034146004193,5.2873,0,0.413,0,376.94,305,10.81,17.5,21.7
"72",6.60347798664255,2.95781198291885,2,-1.23236484750353,0.19329184129712,5.2873,0,0.413,0,390.91,305,10.81,7.8,22.8
"74",6.54335885120957,2.69242372711007,9,0.194373311962276,0.952987609827095,4.2515,0,0.437,0,394.92,398,12.83,6,24.1
"85",5.76785013474987,3.33060886666371,5,0.264805967964624,-0.430907461268167,4.4377,0,0.449,0,392.3,247,4.49,56.1,26.6
"87",6.01773645473245,3.41497915202492,6,-0.285809905139412,0.510554415536676,3.7476,0,0.449,0,395.15,247,4.49,56.8,22.2
"90",6.18410101968346,3.48055438318736,4,-0.823060238374194,0.674328363181955,3.0923,0,0.489,0,392.18,270,3.41,66.1,22.6
"104",5.83047812534153,3.77617862067881,7,0.500208397433845,0.00952108285988505,2.421,0,0.52,0,392.69,384,8.56,90,20.1
"107",6.3034355713832,3.92761350114582,2,0.0894460554620879,0.447407032542037,2.1224,0,0.52,0,387.69,384,8.56,85.2,20.4
"114",5.98229811609259,4.09705477868203,4,0.0725504747444908,0.195720401506685,2.2565,0,0.547,0,388.74,432,10.01,84.2,18.5
"116",6.26150904015993,3.48083257618535,14,0.721146441145353,0.851617748586138,2.7301,0,0.547,0,393.3,432,10.01,72.5,21.2
"117",5.94990084183989,3.139376896274,16,0.2768947040865,0.15546443182119,2.7474,0,0.547,0,394.51,432,10.01,82.6,19.2
"122",5.23417169017762,4.80384215837805,1,0.0132626120932718,-0.237761109073433,2.0869,0,0.581,0,378.09,188,25.65,92.9,20.5
"123",6.09898708239571,4.54458588782742,1,-0.957944309024286,-0.334484460038325,1.9444,0,0.581,0,370.31,188,25.65,97,17.3
"126",5.94901655544253,3.1921487643051,1,-0.933159408507454,1.18384431480314,1.7572,0,0.581,0,359.29,188,25.65,95.6,15.7
"142",6.43571820751752,3.89732296184783,15,1.27701072970711,-0.486099396282611,1.3216,0,0.871,1,396.9,403,19.58,100,13.4
