"","RM","LSTAT","RAD","CRIM","PTRATIO","DIS","ZN","NOX","CHAS","B","TAX","INDUS","AGE","MEDV"
"0",6.40248505227155,3.13724405138621,6,-0.175824637640444,0.311270227440943,4.09,18,0.538,0,396.9,296,2.31,65.2,24
"33",5.68156568481801,4.12591650069174,1,-1.10207304062905,-0.808813929760165,3.7872,0,0.538,0,358.77,307,8.14,95,13.1
"38",6.67952108805097,1.95982713459565,11,-0.972096985433047,-0.307727552341708,3.8473,0,0.499,0,393.43,279,5.96,30.2,24.7
"44",5.91899737765766,2.98196730702761,1,-1.46536669401043,-1.28025446763761,5.7209,0,0.448,0,389.39,233,6.91,40,21.2
"46",6.32649497128114,2.10009873408679,1,-1.28124912020728,-0.885781468890179,5.1004,0,0.448,0,396.9,233,6.91,33.3,20
"49",6.15456285246751,2.44734530766899,1,-0.845137420922461,-0.410316990804303,6.0877,0,0.448,0,396.9,233,6.91,62,19.4
"97",7.07119530487586,2.00266745531476,4,-0.292197908212379,-0.481531134270709,3.4952,0,0.445,0,396.9,276,2.89,76,38.7
"98",7.43773776464346,1.48922936920338,8,-0.11012294680488,-1.88259947602344,3.4952,0,0.445,0,393.53,276,2.89,36.9,43.8
"100",6.41732653128311,3.89724823694933,6,0.117703190140911,-0.475314797170286,2.7778,0,0.52,0,394.76,384,8.56,79.9,27.5
"101",6.22516554003198,3.15795665910484,7,0.348556753358765,-0.303041923668936,2.8561,0,0.52,0,395.58,384,8.56,71.3,26.5
"102",5.65158628187246,3.72777054482499,3,-1.25488217563987,-0.216737441671418,2.7147,0,0.52,0,70.8,384,8.56,85.4,18.6
"104",6.11526267832435,3.27624242419608,9,0.267477512125336,1.28766646837129,2.421,0,0.52,0,392.69,384,8.56,90,20.1
"112",6.3433336005976,3.92974433424161,12,0.289933557141354,0.621172090766875,2.3534,0,0.547,0,394.95,432,10.01,92.9,18.8
"119",5.99635457339958,3.13254635961652,12,-0.539258464065157,0.13014955767158,2.7592,0,0.547,0,391.5,432,10.01,65.2,19.3
"121",6.05634532930544,3.02719893781605,2,-0.332836330708147,0.893878319602842,2.1974,0,0.581,0,377.67,188,25.65,84.1,20.3
"122",5.93979670812505,4.05077750209845,1,-0.799930360676548,1.69991616803977,2.0869,0,0.581,0,378.09,188,25.65,92.9,20.5
"125",5.68955617899317,3.3973525308399,1,-0.389936724796469,0.355110451695872,1.9929,0,0.581,0,385.02,188,25.65,88.4,21.4
"136",6.34005920980783,3.85360083724526,8,0.262367057901611,0.781074444928561,1.9669,0,0.624,0,378.25,437,21.89,93.5,17.4
"138",5.75032402089716,4.23008240638839,6,0.397861695175315,0.132757819401974,1.6686,0,0.624,0,392.04,437,21.89,98.2,13.3
"143",6.32302032005808,4.55318877138311,13,0.893982261563276,-0.196327314950767,1.4118,0,0.871,0,396.9,403,19.58,100,15.6
"144",6.27266828475884,3.4579619453716,9,0.6769552968671,0.536992752627838,1.3459,0,0.871,0,396.9,403,19.58,97.8,11.8
"145",6.48396630211716,4.39819952469883,12,1.25141587821242,0.224513437461963,1.4191,0,0.871,0,172.91,403,19.58,100,13.8
"146",6.21649646153345,4.05315015569163,18,1.42672322404351,0.0531242666088836,1.5166,0,0.871,0,169.27,403,19.58,100,15.6
"148",6.42932541695014,4.30681835640268,15,1.29228198311906,0.389097229997824,1.5296,0,0.871,0,356.99,403,19.58,93.8,17.8
"150",6.83565963256422,4.18291878153382,4,0.608972945700901,-1.67897248546515,1.618,0,0.871,0,372.8,403,19.58,97.3,21.5
"151",6.84433449495479,3.93938193785494,3,0.401417590270818,-0.847147575232031,1.5916,0,0.871,0,341.6,403,19.58,100,19.6
"153",6.24502701307573,4.30948864975769,12,1.06025921461184,0.43199955226719,1.6232,0,0.871,0,261.95,403,19.58,98.5,19.4
"156",6.68702743136569,4.07025584676756,15,0.736329746307749,-0.769525046246906,1.7364,0,0.871,0,88.63,403,19.58,94,13.1
"157",7.2040495652689,2.4976473190226,14,0.664584865434409,0.51275641125568,1.8773,0,0.605,0,363.43,403,19.58,97.4,41.3
"161",8.28893383517652,1.47646653141718,9,0.351164887164551,-0.624694790092554,1.9709,0,0.605,0,374.43,403,19.58,90.8,50
"162",7.94505299264041,1.8961439632498,17,0.742269295032836,-0.73206542803242,2.0407,0,0.605,1,389.61,403,19.58,98.2,50
"164",6.24476740389421,3.37804466541427,2,-0.258051600190699,-0.90054333361476,2.422,0,0.605,0,395.11,403,19.58,91.8,22.7
"165",6.03118632905164,3.403856045109,10,0.324006528663134,0.763103105570306,2.2834,0,0.605,0,240.16,403,19.58,93,25
"167",6.85674519282004,3.01557415411274,8,0.157113034069898,0.472244192943231,2.4259,0,0.605,0,227.61,403,19.58,79.2,23.8
"168",6.44470582680423,3.76456356590248,11,-0.148555248289473,1.46362676817601,2.1,0,0.605,0,297.09,403,19.58,96.1,23.8
"179",7.47609916981673,1.18610906109014,3,-0.283381976509273,-1.11097183372955,2.829,0,0.488,0,396.9,193,2.46,58.4,37.2
"181",7.15624339296803,2.55910100903136,1,-0.965675398506901,-0.909258630402345,2.5979,0,0.488,0,396.9,193,2.46,62.2,36.2
"182",6.77169515023188,2.39082496884108,6,-0.662089893775811,-1.10387469951578,2.7006,0,0.488,0,394.12,193,2.46,92.2,37.9
"186",8.31062128851193,0.951435640391353,7,-0.567103710356349,-1.50106026151012,3.1992,0,0.488,0,392.63,193,2.46,53.6,50
"205",6.05832444688452,2.22519211649072,1,-0.182074544003979,0.13639984686161,3.9454,0,0.489,0,396.9,277,10.59,22.3,22.6
"213",6.75396461533285,2.72243794233014,6,0.0531068173956208,-0.769349639157072,3.9454,0,0.489,0,385.81,277,10.59,32.3,28.1
"214",6.10042636999731,3.03038660953636,5,-0.446421359244188,-1.40672094707206,3.5875,0,0.489,0,348.93,277,10.59,9.8,23.7
"220",6.92404870209694,2.54598733626349,17,-0.617279870817065,-0.670654299415313,2.8617,0,0.507,1,391.7,307,6.2,88.5,26.7
"228",8.28550755452479,0.767607788123494,11,-0.492434258028193,-1.15252799378966,3.3751,0,0.504,0,377.51,307,6.2,17,46.7
"230",6.19480385524379,2.69464350805847,1,-1.49557620877735,0.297288159609835,3.6715,0,0.504,0,378.35,307,6.2,68.1,24.3
"237",6.67848821659037,2.29240751166211,3,0.00360566896518741,-1.00781779200619,4.148,0,0.507,0,390.07,307,6.2,71.6,31.5
"258",6.96105745940281,2.14897823117512,5,-0.141451648345234,-1.3526881174672,1.8946,20,0.647,0,383.29,264,3.97,100,36
"259",6.9020102465698,3.30946543276417,5,0.110112790067629,-1.32181171538268,2.0107,20,0.647,0,391.93,264,3.97,100,30.1
"260",7.82229730647899,2.28927775224237,3,-0.224473977027105,-0.90591573295353,2.1121,20,0.647,0,392.8,264,3.97,81.8,33.8
"262",8.67546012788268,1.37588568014086,1,-0.187828536187743,-1.724108267735,2.2885,20,0.647,0,386.86,264,3.97,91.5,48.8
"264",7.70648133397217,2.27260552423341,10,-0.0916253746965667,0.325420429686493,1.9301,20,0.647,0,387.89,264,3.97,91.6,36.5
"267",8.28007970408843,1.71213494168806,1,-0.550607828939532,-1.02110240316707,2.4216,20,0.575,0,384.54,264,3.97,67,50
"280",6.92893262841441,2.42800194586087,5,-0.786206632955152,-2.66818000598382,4.6947,20,0.4429,0,387.31,216,3.33,64.5,45.4
"312",6.22916235826941,3.91984107912778,1,0.208991650332788,-0.562804384978524,2.834,0,0.544,0,396.3,304,9.9,90.4,19.4
"330",5.67652722857362,2.56740869822834,13,0.321657887061563,0.729110627729304,5.8736,0,0.46,0,368.57,430,3.24,32.2,19.8
"336",6.15216088646689,2.59900639167554,4,-0.310556253715049,-1.34968524169977,5.2311,0,0.515,0,396.9,224,5.19,46.3,19.5
"340",6.03638711609333,2.95237821668117,4,-0.950986567189958,-0.0697799518971352,4.8122,0,0.515,0,396.9,224,5.19,58.5,18.7
"368",8.29074627810861,2.10378334689846,24,1.46578149745936,-0.534304552722351,1.3325,0,0.631,0,375.52,666,18.1,100,50
"372",8.42964437471814,1.76249462592382,18,1.03459850468702,-1.46921954597509,1.1296,0,0.668,1,347.88,666,18.1,89.6,50
"378",5.17969351898386,4.69897466010937,21,0.913693701973021,-0.12893228337736,1.3861,0,0.671,0,396.9,666,18.1,96.2,13.1
"387",5.87043700164499,4.17015941991143,19,0.989869163083916,0.940831213781565,1.5184,0,0.7,0,396.9,666,18.1,89.5,7.4
"402",5.38695014976257,4.76999746008851,20,1.43808861370312,1.12686254041785,1.639,0,0.693,0,376.11,666,18.1,100,12.1
"425",5.60630106102265,5.09542747357339,18,1.57100387294275,0.380306161944541,1.9096,0,0.679,0,7.68,666,18.1,95.4,8.3
