"","RM","LSTAT","RAD","CRIM","PTRATIO","DIS","ZN","NOX","CHAS","B","TAX","INDUS","AGE","MEDV"
"4",7.43270460693688,2.50285831745608,1,-0.585612368811315,-0.656511267546638,6.0622,0,0.458,0,396.9,222,2.18,54.2,36.2
"5",6.85138410854982,2.5273972248516,1,-1.05143678789132,-0.682812890780229,6.0622,0,0.458,0,394.12,222,2.18,58.7,28.7
"19",5.78799037855601,4.04096968117684,7,0.358136636819176,0.213014528095626,3.7965,0,0.538,0,390.95,307,8.14,69.5,18.2
"27",6.15521719812949,3.99663977312825,1,-0.234890861512877,-0.849442035682855,4.4534,0,0.538,0,306.38,307,8.14,88.8,14.8
"33",5.33547205400312,5.10070494699082,4,0.526896744399588,-0.976285155728189,3.7872,0,0.538,0,358.77,307,8.14,95,13.1
"35",6.30330060094846,2.7354446188341,1,-0.91164505402562,-0.534422124997058,3.3603,0,0.499,0,396.9,279,5.96,68.2,18.9
"36",5.93075596183794,2.75738393077112,6,-0.666578965279878,-1.50772459182222,3.3779,0,0.499,0,377.56,279,5.96,61.4,20
"37",5.45798414756468,3.6602152905831,2,-0.94540956488397,-0.46417960215712,3.9342,0,0.499,0,396.9,279,5.96,41.5,21
"38",5.83636625615901,2.58842879314411,2,-1.06437238023686,-2.46421284591963,3.8473,0,0.499,0,393.43,279,5.96,30.2,24.7
"41",6.29622187979278,2.55687730199875,1,-1.49926521289512,-2.16066106549471,5.7209,0,0.448,0,385.41,233,6.91,2.9,26.6
"43",6.08972550760652,2.4939951836603,3,-1.32015880775867,-0.663348078659598,5.7209,0,0.448,0,394.46,233,6.91,6.5,24.7
"46",5.91049607496929,2.33391038675259,1,-1.05319914211594,-0.869732014053681,5.1004,0,0.448,0,396.9,233,6.91,33.3,20
"72",6.21763734843339,2.50737582832059,2,-1.41795800191342,-0.868527933167102,5.2873,0,0.413,0,390.91,305,10.81,7.8,22.8
"74",6.19952560604218,2.85133186790645,7,-0.273411441880044,1.53891835758479,4.2515,0,0.437,0,394.92,398,12.83,6,24.1
"76",6.21857309266453,3.64605324501593,16,-0.429323535547646,2.01189534114091,4.0522,0,0.437,0,373.66,398,12.83,74.5,20
"84",6.45591257143091,2.34721855804511,1,-1.21457669006793,0.032883392956039,4.7794,0,0.449,0,396.9,247,4.49,48,23.9
"90",6.29352751318343,3.31319484981874,7,-0.503765680709535,0.29631474344301,3.0923,0,0.489,0,392.18,270,3.41,66.1,22.6
"97",7.39833707786177,2.12914933469072,1,-0.36477264526328,-0.387827809267306,3.4952,0,0.445,0,396.9,276,2.89,76,38.7
"101",6.50195382606307,2.99837873829626,7,-0.313551568719465,-0.506626315028922,2.8561,0,0.52,0,395.58,384,8.56,71.3,26.5
"111",6.28523694506224,2.52408656441157,12,-0.529344414437036,-0.875438616629763,2.6775,0,0.547,0,395.59,432,10.01,81.6,22.8
"114",5.84021986349889,3.02754601232599,16,0.479302185935713,0.666034419665154,2.2565,0,0.547,0,388.74,432,10.01,84.2,18.5
"116",6.09800372760423,3.12336197220602,13,0.104772306425138,-0.655263884255801,2.7301,0,0.547,0,393.3,432,10.01,72.5,21.2
"120",6.56672848028836,3.60587006815855,1,-0.718312779830334,-1.34056013317978,2.2577,0,0.581,0,389.15,188,25.65,69.7,22
"125",5.97725932801174,4.56336895198653,1,0.223583579372154,-0.195428024593604,1.9929,0,0.581,0,385.02,188,25.65,88.4,21.4
"144",5.46687319667892,4.4954845239047,15,0.642211532678485,-0.455953302808756,1.3459,0,0.871,0,396.9,403,19.58,97.8,11.8
"148",6.25310016981592,3.62745136813758,8,0.371304519960143,-1.31776430670715,1.5296,0,0.871,0,356.99,403,19.58,93.8,17.8
"149",5.84174279320748,4.70123242530084,4,0.863759787560438,0.425815540007862,1.5257,0,0.871,0,351.85,403,19.58,94.9,15.4
"150",6.10972745031405,4.15401116335474,13,0.977656940575411,-0.609392124010553,1.618,0,0.871,0,372.8,403,19.58,97.3,21.5
"153",6.33249855420803,4.40015668379334,22,1.33444995881495,-0.299057468806384,1.6232,0,0.871,0,261.95,403,19.58,98.5,19.4
"166",8.0568408889656,2.17241471649361,10,0.347231394658175,-0.645138960859976,2.0459,0,0.605,0,369.3,403,19.58,96.2,50
"167",7.04455997270752,3.22486209818389,7,0.537131494659335,0.233865073955405,2.4259,0,0.605,0,227.61,403,19.58,79.2,23.8
"171",6.62694491124022,3.88720329180583,4,0.0957602021718431,-1.1631569295513,2.3887,0,0.605,0,348.13,403,19.58,97.3,19.1
"173",5.9914146194009,2.98307334827263,3,-0.214536771026191,0.641502584831165,2.6463,0,0.51,0,395.5,296,4.05,84.1,23.6
"176",5.9596252331525,2.11811081261588,4,-0.534630780575994,0.0646352334266767,3.5549,0,0.51,0,393.23,296,4.05,47.2,23.2
"177",6.45177930417541,2.53778490108274,3,-0.0767502662177916,0.162606172417893,3.3175,0,0.51,0,395.6,296,4.05,73.4,24.6
"186",8.49446048368735,0.997395802359998,1,-0.625895524096148,-1.29717270285711,3.1992,0,0.488,0,392.63,193,2.46,53.6,50
"205",5.67505741548891,2.62765318343072,7,-0.335459550876053,0.270907847700696,3.9454,0,0.489,0,396.9,277,10.59,22.3,22.6
"207",6.1037160881834,3.9094059832447,1,-0.488946448565853,-0.589398772367963,4.3549,0,0.489,0,389.43,277,10.59,72.7,22.5
"214",5.87665966882149,3.21702871240567,1,-0.798453540052339,0.744361123728427,3.5875,0,0.489,0,348.93,277,10.59,9.8,23.7
"217",6.30295971594431,3.730946881631,2,-0.136323286324604,-0.533785120822858,3.4211,0,0.55,0,392.78,276,13.89,85.1,28.7
"218",5.85154322111213,4.44414214626272,10,0.735560797804753,-0.411051666612855,2.8893,0,0.55,1,396.9,276,13.89,93.8,21.5
"219",6.39470248404711,3.59044053858262,6,0.182174109473461,0.826557782702292,3.3633,0,0.55,1,393.74,276,13.89,92.4,23
"220",6.76602071692275,2.53785095623962,10,-0.000952202822479386,-0.155431878580407,2.8617,0,0.507,1,391.7,307,6.2,88.5,26.7
"223",7.25907787697582,3.66902207582751,12,-0.542584154660226,-0.284813600868996,3.2721,0,0.507,0,396.9,307,6.2,80.8,30.1
"224",7.41503787639864,2.45071490696272,6,-0.0253732641317676,-0.307104501484504,2.8944,0,0.504,0,385.05,307,6.2,78.3,44.8
"225",8.27409123712254,1.4940417701223,7,0.683254436457976,-1.65221155285873,2.8944,0,0.504,0,382,307,6.2,83,50
"226",7.59241418417997,2.30844416307985,11,0.223436058154501,0.608916591557472,3.2157,0,0.504,0,387.38,307,6.2,86.5,37.6
"227",6.84529876606344,2.30338766700367,7,-0.888787415601054,1.01398069514571,3.2157,0,0.504,0,372.08,307,6.2,79.9,31.6
"228",7.99674428232939,0.744734369006027,10,-0.211335558501589,-1.7802662680935,3.3751,0,0.504,0,377.51,307,6.2,17,46.7
"229",6.70204761464149,1.61022742199954,7,-0.169892729185301,-2.19519492384721,3.3751,0,0.504,0,380.34,307,6.2,21.4,31.5
"232",8.1404585504922,1.88236808668645,7,0.235912355917753,-0.695826237216904,3.8384,0,0.507,0,385.91,307,6.2,73.3,41.7
"234",6.61815589901265,2.27811744519207,4,-0.339736214302159,0.594626153593608,3.6519,0,0.507,1,360.2,307,6.2,66.5,29
"236",6.60310036791848,3.48059466212908,5,-0.750459869082823,-0.0327739591430501,4.148,0,0.507,1,388.45,307,6.2,76.5,25.1
"280",8.25330877379693,0.74949966892892,8,-0.629093902067342,-1.34627358961794,4.6947,20,0.4429,0,387.31,216,3.33,64.5,45.4
"308",6.42112812385264,3.51624106136399,5,0.120244908967375,0.340679077498562,3.3175,0,0.544,0,396.9,304,9.9,82.5,22.8
"311",5.83885824408211,3.35061756228692,6,0.397276209878856,0.191273171046005,2.6403,0,0.544,0,396.9,304,9.9,52.8,22.1
"322",5.78240094734882,2.46172649844708,2,-1.1661097579409,-0.304830189116979,4.7211,0,0.493,0,396.9,287,7.38,49.9,20.4
"328",5.37992649595035,3.10272776201211,15,-0.10828978308893,-0.190524263195262,5.2146,0,0.46,0,382.44,430,3.24,25.8,19.3
"334",5.75720089515111,2.82164668045012,1,-0.151342661467297,-1.00760720718167,6.4584,0,0.515,0,389.4,224,5.19,38.5,20.7
"335",6.23230211650096,3.06054547838314,5,-0.303276851830469,-1.45109721270874,5.9853,0,0.515,0,396.9,224,5.19,34.5,21.1
"404",5.20716561951937,4.98787675302594,24,0.980842923379589,-1.17897292032925,1.6074,0,0.693,0,329.46,666,18.1,85.4,8.5
"405",5.40075211200078,4.90473565480781,21,1.02828630425875,1.16624229545812,1.4254,0,0.693,0,384.97,666,18.1,100,5
"433",6.42408473129828,4.43641058332121,15,1.11787696152912,0.495784317398719,2.3158,0,0.713,0,100.19,666,18.1,87.9,14.3
"448",5.77157743953607,4.31595135432518,22,1.58928383948288,1.09871381914915,2.2616,0,0.713,0,396.9,666,18.1,98.7,14.1
"455",6.17945242428438,4.27090541536403,24,1.53908327577479,0.713399117143392,2.4358,0,0.713,0,50.92,666,18.1,86.5,14.1
"493",5.80142831755695,2.83478823272999,10,-0.116369407354411,-1.60747882204374,2.3817,0,0.585,0,396.9,391,9.69,54,21.8
"495",6.01642684346666,2.36987507370466,3,-0.665393997761796,-0.395587012281114,2.7986,0,0.585,0,393.29,391,9.69,28.8,23.1
"503",6.53929847656381,3.62940645326051,4,-0.331111261884494,1.76138840578914,2.1675,0,0.573,0,396.9,273,11.93,91,23.9
"259",6.86024071963093,2.91278327978992,2,-0.204911594168529,-1.88714317572526,2.0107,20,0.647,0,391.93,264,3.97,100,30.1
"260",6.76207271051928,2.11871036758352,2,-0.410232658656045,-1.88714317572526,2.1121,20,0.647,0,392.8,264,3.97,81.8,33.8
"261",8.05142600822195,1.235317628192,6,-0.201956912424321,-1.88714317572526,2.1398,20,0.647,0,388.37,264,3.97,89.4,43.1
"146",6.34575673060728,4.69258003795485,5,0.403976210821366,-1.54701457236491,1.5166,0,0.871,0,169.27,403,19.58,100,15.6
"154",5.58330644918327,5.12665355703872,15,1.25543401284968,-1.54701457236491,1.7494,0,0.871,1,321.02,403,19.58,96,17
"157",7.94444262943007,2.97907270127736,17,0.923997966035334,-1.54701457236491,1.8773,0,0.605,0,363.43,403,19.58,97.4,41.3
"158",6.74418233584492,3.56723362768162,10,-0.0108527601071535,-1.54701457236491,1.7573,0,0.605,0,353.89,403,19.58,100,24.3
"160",6.29992287195748,4.46645699090021,11,0.903214166279576,-1.54701457236491,1.7984,0,0.605,1,338.92,403,19.58,92.6,27
"163",7.93262284604566,1.97143442247839,7,0.531707338261119,-1.54701457236491,2.162,0,0.605,1,388.45,403,19.58,93.9,50
"164",6.38433872452638,4.28098208035699,6,0.533406291718622,-1.54701457236491,2.422,0,0.605,0,395.11,403,19.58,91.8,22.7
"282",7.68439492409221,1.18282986712374,8,-0.45945503797919,-1.4986288445605,5.2119,20,0.4429,1,377.07,216,3.33,49.7,46
"6",5.70706977103704,3.4654993942964,8,-0.110624657446701,-1.42225756521518,5.5605,12.5,0.524,0,395.6,311,7.87,66.6,22.9
"0",5.84833828622987,3.34589978331536,8,-0.671684836379133,-1.39574945375807,4.09,18,0.538,0,396.9,296,2.31,65.2,24
"295",6.60998255056763,2.65024874180061,2,-0.717430556922315,-1.1943938643994,5.9604,0,0.437,0,396.9,289,13.92,31.1,28.6
"296",6.4702659166898,2.63512007516805,3,-0.584724700776436,-1.1943938643994,5.9604,0,0.437,0,392.85,289,13.92,51,27.1
"221",6.22105760659507,3.90301914840842,4,-0.167712804129313,-0.695829524768667,3.048,0,0.507,1,395.24,307,6.2,91.3,21.7
"222",6.312692605786,3.45047177756141,8,-0.327718928884764,-0.695829524768667,3.2721,0,0.507,1,390.39,307,6.2,77.7,27.5
"237",7.07812176242126,2.72722291505127,3,-0.463508083589071,-0.695829524768667,4.148,0,0.507,0,390.07,307,6.2,71.6,31.5
"118",6.3932624709554,2.84165256553988,16,0.258861417047862,-0.525818250464659,2.4775,0,0.547,0,338.63,432,10.01,73.1,20.4
"181",7.19230953683626,2.736883698448,1,-0.913094099465535,-0.525818250464659,2.5979,0,0.488,0,396.9,193,2.46,62.2,36.2
"184",6.56377631562347,2.62784433018004,1,-0.480985853572887,-0.525818250464659,2.9879,0,0.488,0,391,193,2.46,89.8,26.4
"42",5.93944294301363,3.56946805767558,3,-0.148531196760299,-0.481155986929274,5.7209,0,0.448,0,383.37,233,6.91,6.6,25.3
"48",5.44413373161167,3.71999851785094,1,-1.28798181582786,-0.481155986929274,5.87,0,0.448,0,396.9,233,6.91,95.3,14.4
"95",6.67476021275892,2.84855960879501,1,-0.777318223772351,-0.435595771986813,3.4952,0,0.445,0,357.98,276,2.89,57.8,28.4
"87",6.02791983230732,3.22274295970974,9,-0.951445447978538,-0.193693261025715,3.7476,0,0.449,0,395.15,247,4.49,56.8,22.2
"209",5.54812812841372,4.2734152203914,3,-0.254547022078203,-0.142360813351939,3.875,0,0.489,1,396.9,277,10.59,100,20
"68",6.08353277984972,2.99237321897279,4,-0.450158393712561,0.0178965792890688,6.498,12.5,0.409,0,396.9,345,6.07,36.8,17.4
"73",6.39778320077319,2.46391007092478,9,-0.53913138422264,0.187985637785564,5.2873,0,0.413,0,377.17,305,10.81,6.2,23.4
"500",6.12317333257936,3.5693530675767,6,-0.213320782960555,0.187985637785564,2.4982,0,0.585,0,396.9,391,9.69,79.7,16.8
"333",5.96610616534113,2.83554797477243,1,-1.30247706092798,0.833916637360556,6.4584,0,0.515,0,389.71,224,5.19,38.1,22.2
"357",6.09965246913436,4.5897542855991,16,1.45811603437796,0.833916637360556,2.5052,0,0.77,1,391.34,666,18.1,91,21.7
"364",6.35881833821363,3.77962407851187,24,0.82363238023898,0.833916637360556,1.9047,0,0.718,1,354.55,666,18.1,82.9,21.9
"375",6.04072810988517,3.81381468443555,23,0.644564606986357,0.833916637360556,1.3163,0,0.671,0,396.9,666,18.1,97.9,15
"413",5.97463679352612,4.89477205369558,20,0.740406214524508,0.833916637360556,1.5894,0,0.597,0,210.97,666,18.1,100,16.3
"426",6.37749443138096,4.57039482290621,22,0.681893120806068,0.833916637360556,1.9976,0,0.584,0,24.65,666,18.1,59.7,10.2
"480",6.66632017978922,3.45606139008565,24,1.36274022722994,0.833916637360556,3.4242,0,0.532,0,396.9,666,18.1,64.7,23
"487",6.14752342253562,3.80446981599347,24,0.865644831796502,0.833916637360556,3.1523,0,0.583,0,388.22,666,18.1,53.2,20.6
"16",5.96732290060822,2.58661378815685,10,-0.584673845568879,1.45124616523898,4.4986,0,0.538,0,386.85,307,8.14,29.3,23.1
"504",5.6772923552542,3.24060473910101,2,-0.111841830230285,1.45124616523898,2.3889,0,0.573,0,393.45,273,11.93,89.3,22
"505",5.4516847050047,3.82214878010896,1,-1.07990510068301,1.45124616523898,2.505,0,0.573,0,396.9,273,11.93,80.8,11.9
"501",6.17650867362953,3.01240445897064,1,-0.93275842256768,1.45124616523898,2.4786,0,0.573,0,391.99,273,11.93,69.1,22.4
"121",6.32744681183601,3.72938201020364,1,-0.862334898869117,0.130160746119299,2.1974,0,0.581,0,377.67,188,25.65,84.1,20.3
"107",5.7417365589666,3.4940648309062,14,-0.551486752365065,1.368618600426,2.1224,0,0.52,0,387.69,384,8.56,85.2,20.4
"210",6.38733346214707,3.56013326948581,1,-0.408155814339856,-0.142360813351939,3.8771,0,0.489,1,393.25,277,10.59,92.1,21.7
"498",6.35923139697254,3.22639675459329,8,-0.252215954094587,0.187985637785564,2.4091,0,0.585,0,396.9,391,9.69,65.3,21.2
"138",5.35185469891112,4.14538192042637,8,-0.230813169748103,1.62150192036674,1.6686,0,0.624,0,392.04,437,21.89,98.2,13.3
"312",5.66001396891378,4.09343223425704,9,-0.208092983389916,-0.24401601094397,2.834,0,0.544,0,396.3,304,9.9,90.4,19.4
"109",6.24402076032578,2.90598466818005,7,-0.204489505821609,1.368618600426,2.5451,0,0.52,0,391.23,384,8.56,91.2,19.4
"497",6.38634877046866,3.4206175076229,7,-0.195783405479923,0.187985637785564,2.8927,0,0.585,0,396.9,391,9.69,70.6,18.3
"496",6.41214205660894,3.10435327765612,3,-0.158780122998019,0.187985637785564,2.7986,0,0.585,0,396.9,391,9.69,72.9,19.7
"136",6.24945735305915,4.10220224464948,8,-0.106515801661242,1.62150192036674,1.9669,0,0.624,0,378.25,437,21.89,93.5,17.4
"130",6.25479323167881,3.98631169675983,10,-0.0811921769582539,1.62150192036674,2.1185,0,0.624,0,395.04,437,21.89,98.9,19.2
"309",5.55359539257259,3.51003999377208,5,-0.0681732431465317,-0.24401601094397,3.1025,0,0.544,0,396.24,304,9.9,76.7,20.3
"211",5.93379308367678,4.49300762101024,1,-0.0332999676439515,-0.142360813351939,3.665,0,0.489,1,395.24,277,10.59,88.6,19.3
"262",8.42135540983859,2.04725125727719,7,0.120675140568934,-1.88714317572526,2.2885,20,0.647,0,386.86,264,3.97,91.5,48.8
"135",6.1744100236704,3.56193336410542,10,0.153383531835531,1.62150192036674,2.1107,0,0.624,0,394.67,437,21.89,98.2,18.1
"18",6.02644896951664,3.89960549978808,10,0.321597848987017,1.45124616523898,3.7965,0,0.538,0,288.99,307,8.14,36.6,20.2
"152",5.38262260617243,4.57483106279154,14,0.474877654974238,-1.54701457236491,1.6102,0,0.871,1,343.28,403,19.58,88,15.3
"170",6.29700940974585,4.6686010876186,10,0.505818752728696,-1.54701457236491,2.4259,0,0.605,0,292.29,403,19.58,94.6,17.4
"159",6.39805666202041,3.78554621738011,18,0.57925552221331,-1.54701457236491,1.7659,0,0.871,0,364.31,403,19.58,100,23.3
"161",8.54137757631762,2.81502440590084,11,0.590950588082999,-1.54701457236491,1.9709,0,0.605,0,374.43,403,19.58,90.8,50
"151",6.12611890587161,4.15327692875375,9,0.600747024227409,-1.54701457236491,1.5916,0,0.871,0,341.6,403,19.58,100,19.6
"141",5.68590656746244,4.66081710177172,10,0.637889913664838,1.62150192036674,1.4394,0,0.624,0,396.9,437,21.89,100,14.4
"162",7.76553296127388,2.58405300099597,12,0.689554520274477,-1.54701457236491,2.0407,0,0.605,1,389.61,403,19.58,98.2,50
"168",6.29535418518557,3.77794196772143,7,0.787215825772554,-1.54701457236491,2.1,0,0.605,0,297.09,403,19.58,96.1,23.8
