"","RM","LSTAT","RAD","CRIM","PTRATIO","DIS","ZN","NOX","CHAS","B","TAX","INDUS","AGE","MEDV"
"2",7.35316447985242,1.86714617129545,2,-1.23837807376271,-0.266342533113767,4.9671,0,0.469,0,392.83,242,7.07,61.1,34.7
"9",6.0118521389012,3.0832799296247,5,-0.478208812718042,-1.76588676773703,6.5921,12.5,0.524,0,386.71,311,7.87,85.9,18.9
"15",6.67527919001642,2.42387233710559,8,-0.849613545063533,0.401030966002023,4.4986,0,0.538,0,395.62,307,8.14,56.5,19.9
"16",6.40302545282178,2.58236299874162,7,-0.634465899742087,0.642788796160989,4.4986,0,0.538,0,386.85,307,8.14,29.3,23.1
"17",5.63617892349837,4.49136117077942,6,0.197985952291739,-1.2725905047312,4.2579,0,0.538,0,386.75,307,8.14,81.7,17.5
"35",5.93104882080785,3.37973942572648,4,-0.105545138481398,0.349804404756088,3.3603,0,0.499,0,396.9,279,5.96,68.2,18.9
"37",6.16180932086576,2.85055961931249,6,-0.793431854398298,0.0898832192744222,3.9342,0,0.499,0,396.9,279,5.96,41.5,21
"41",6.84695268187953,2.32328227807615,2,-0.598686558414949,-0.718004383603948,5.7209,0,0.448,0,385.41,233,6.91,2.9,26.6
"72",6.05681368710068,1.82999764921249,8,-0.310335900452107,1.53179310481155,5.2873,0,0.413,0,390.91,305,10.81,7.8,22.8
"73",6.20286375458845,2.22129116648038,1,-0.665542810153612,0.497974050983188,5.2873,0,0.413,0,377.17,305,10.81,6.2,23.4
"76",5.7664753018197,3.53966602272469,10,0.0218199394507609,1.3625737671772,4.0522,0,0.437,0,373.66,398,12.83,74.5,20
"83",6.26864088510573,2.22115090457592,1,-1.1000983063236,-0.0298551196252517,5.4007,25,0.426,0,390.64,281,4.86,46.7,22.9
"90",5.69551455325633,4.00317106522195,1,-0.520522428898843,-0.867164431453483,3.0923,0,0.489,0,392.18,270,3.41,66.1,22.6
"118",5.78702668118672,3.87361177195974,15,0.188775380200245,-0.633525977675568,2.4775,0,0.547,0,338.63,432,10.01,73.1,20.4
"119",5.89759033990551,3.55698894078699,15,0.409821056024542,-0.522753128311958,2.7592,0,0.547,0,391.5,432,10.01,65.2,19.3
"120",5.95209917094638,4.05262954390837,1,-0.665853511315101,-0.176108654429729,2.2577,0,0.581,0,389.15,188,25.65,69.7,22
"130",6.47626027804217,3.58414987649464,15,0.253239804478703,-0.0484258528439628,2.1185,0,0.624,0,395.04,437,21.89,98.9,19.2
"133",6.38597412043366,4.36597372729652,9,-0.0696927298703206,0.982367478632537,2.4699,0,0.624,0,388.69,437,21.89,95.4,18.4
"147",6.60672160052342,4.80781484913494,15,1.13488349133014,-0.544484272414887,1.4608,0,0.871,0,391.71,403,19.58,95.7,14.6
"150",6.4143713058542,4.70715554010585,16,0.897988183905448,-0.924080788592992,1.618,0,0.871,0,372.8,403,19.58,97.3,21.5
"155",6.57877569559191,4.75402392002917,19,1.73412777386095,-1.09131095143234,1.7455,0,0.871,1,88.01,403,19.58,82.6,15.6
"156",6.69822178448169,4.60632295080195,12,1.97893776252193,-1.14679901974441,1.7364,0,0.871,0,88.63,403,19.58,94,13.1
"160",6.44398721005636,3.02343150123938,8,0.830562813057812,-0.206799047803558,1.7984,0,0.605,1,338.92,403,19.58,92.6,27
"161",8.08516621155054,2.71669332083267,12,0.439771397922847,0.329647894559355,1.9709,0,0.605,0,374.43,403,19.58,90.8,50
"163",8.07001692685789,1.87101574344499,13,-0.301311224372061,-0.171028016351547,2.162,0,0.605,1,388.45,403,19.58,93.9,50
"166",8.37085482453534,1.24999677814518,13,0.474416519587863,-0.376986192089844,2.0459,0,0.605,0,369.3,403,19.58,96.2,50
"170",6.63368412658532,3.90440943084901,17,0.226645570492982,0.579865343207178,2.4259,0,0.605,0,292.29,403,19.58,94.6,17.4
"174",6.0875469520816,3.70755492935473,6,0.286033138038256,0.329885845764244,2.7019,0,0.51,0,393.23,296,4.05,68.7,22.6
"175",6.63224492562657,2.495822943245,7,0.0605965133520315,-1.78425802619858,3.1323,0,0.51,0,390.96,296,4.05,33.1,29.4
"181",6.54894008892656,3.28881238662939,1,-0.0204107640103023,0.755587639115038,2.5979,0,0.488,0,396.9,193,2.46,62.2,36.2
"183",6.66656659421891,3.16753786237367,1,-0.627575682348511,-0.777035189135888,2.847,0,0.488,0,396.9,193,2.46,95.6,32.5
"185",6.80214640598691,1.22319050567312,1,-0.31075233438336,0.480534027118647,3.2797,0,0.488,0,387.11,193,2.46,68.8,29.6
"186",8.16458874186151,1.73179054185975,9,0.0316603971242892,-1.44129726754555,3.1992,0,0.488,0,392.63,193,2.46,53.6,50
"206",6.61821614027947,2.73916565801338,4,-1.24861273554828,0.0827150171576366,4.3549,0,0.489,0,394.87,277,10.59,52.5,24.4
"208",6.39209385941037,2.75853366508243,1,-0.547081360610622,-0.205322993022192,4.2392,0,0.489,1,381.32,277,10.59,59.1,24.4
"212",5.78698583719018,3.67469327540051,1,-1.22229753373314,-0.591189584551267,3.6526,0,0.489,1,390.94,277,10.59,53.8,22.4
"216",6.0993967662363,2.44412000636403,10,-0.310758414038664,0.107270629039242,3.1121,0,0.55,1,392.8,276,13.89,56,23.3
"217",6.81304627558994,3.37087579618411,1,-0.259625156008768,-0.511780446202193,3.4211,0,0.55,0,392.78,276,13.89,85.1,28.7
"220",6.9365640310563,2.95701080717991,4,-0.479547132011304,-0.300109006868364,2.8617,0,0.507,1,391.7,307,6.2,88.5,26.7
"222",6.16110098604228,3.38493152265551,12,-0.0720413646598644,-0.412842311658388,3.2721,0,0.507,1,390.39,307,6.2,77.7,27.5
"224",7.81710348212501,2.3273836761554,6,-0.530744530512434,-0.702287208435056,2.8944,0,0.504,0,385.05,307,6.2,78.3,44.8
