"","RM","LSTAT","RAD","CRIM","PTRATIO","DIS","ZN","NOX","CHAS","B","TAX","INDUS","AGE","MEDV"
"12",5.94854582212156,3.66415781141639,12,-0.0947174472763727,0.28413561062908,5.4509,12.5,0.524,0,390.5,311,7.87,39,21.7
"17",6.36249347004463,3.79167291972347,4,0.0884683896769648,-0.754401238406424,4.2579,0,0.538,0,386.75,307,8.14,81.7,17.5
"22",5.98237018669318,3.52850745234852,1,0.000491233975183305,0.263118017835841,3.9769,0,0.538,0,396.9,307,8.14,91.7,15.2
"36",6.21356702106226,3.10270010175403,4,0.301859920478816,-0.448674825697179,3.3779,0,0.499,0,377.56,279,5.96,61.4,20
"37",6.2013862545368,2.1550767137024,1,-0.481917653826689,-1.25413076592906,3.9342,0,0.499,0,396.9,279,5.96,41.5,21
"70",5.91523285668804,3.08732527878666,8,-0.803771843891411,0.766607472288284,5.2873,0,0.413,0,383.73,305,10.81,6.6,24.2
"73",5.90012159460405,2.23655172725278,9,0.448551648662877,0.0492027498045833,5.2873,0,0.413,0,377.17,305,10.81,6.2,23.4
"75",6.38279363799205,2.4459283317218,6,-0.78077446569922,1.09872052323407,4.5026,0,0.437,0,383.23,398,12.83,45,21.4
"85",6.59303033308819,2.6555825021604,8,-0.682933583084847,-1.14492062518187,4.4377,0,0.449,0,392.3,247,4.49,56.1,26.6
"86",6.45358324431502,2.48569584181519,4,-0.400041764211,-0.68142039943756,4.4272,0,0.449,0,395.99,247,4.49,45.1,22.5
"87",6.17423284895614,3.06117051061578,1,-0.187511657291018,0.380013050626626,3.7476,0,0.449,0,395.15,247,4.49,56.8,22.2
"89",6.34848416518373,3.11136474214511,5,-0.394334764003307,-0.239275928319784,3.4145,0,0.489,0,396.06,270,3.41,63.1,28.7
"90",6.45180642412643,3.00805871652025,1,-0.525389592464043,0.817153063218981,3.0923,0,0.489,0,392.18,270,3.41,66.1,22.6
"98",7.71659882432416,1.65782988328442,7,-0.296467305471757,-0.193545025598188,3.4952,0,0.445,0,393.53,276,2.89,36.9,43.8
"106",6.14571470183002,4.25079301173519,6,-0.535568467346384,0.66611849708113,2.211,0,0.52,0,395.67,384,8.56,91.9,19.5
"107",6.33642248186991,2.911152325271,2,0.18645218235156,-0.101417685123429,2.1224,0,0.52,0,387.69,384,8.56,85.2,20.4
"108",5.70335151125022,4.93608528709166,5,0.533333443086356,-0.200909472265863,2.4329,0,0.52,0,395.24,384,8.56,97.1,19.8
"111",6.56457398913844,2.66013561473556,8,0.141106423637026,0.668880098117426,2.6775,0,0.547,0,395.59,432,10.01,81.6,22.8
"117",5.78529548444108,3.7529775136382,8,-0.190237655913509,0.225446679883219,2.7474,0,0.547,0,394.51,432,10.01,82.6,19.2
"120",5.51603577578658,3.36918464448477,1,-0.390179402115754,0.631717544847544,2.2577,0,0.581,0,389.15,188,25.65,69.7,22
