"","RM","LSTAT","RAD","CRIM","PTRATIO","DIS","ZN","NOX","CHAS","B","TAX","INDUS","AGE","MEDV"
"2",6.99578344484554,2.86894378163339,5,-0.648329139943677,-1.17097463368348,4.9671,0,0.469,0,392.83,242,7.07,61.1,34.7
"35",5.79225702505047,3.31097503480446,6,0.428842287778294,0.204805536181467,3.3603,0,0.499,0,396.9,279,5.96,68.2,18.9
"38",6.40942382990297,2.41237904787478,6,-0.487798588613501,0.366141628360556,3.8473,0,0.499,0,393.43,279,5.96,30.2,24.7
"43",5.75341155394217,3.5129241341802,1,-1.74891654551809,-1.6407830689765,5.7209,0,0.448,0,394.46,233,6.91,6.5,24.7
"46",6.67561537715176,2.45908333977674,1,-1.52145081536776,-0.697196069303261,5.1004,0,0.448,0,396.9,233,6.91,33.3,20
"70",5.54994597773594,3.60211887097216,4,-0.689055572112418,-0.262546976297276,5.2873,0,0.413,0,383.73,305,10.81,6.6,24.2
"71",6.37095769030665,2.25108857379186,1,-1.26143529703866,-0.91568277334283,5.2873,0,0.413,0,376.94,305,10.81,17.5,21.7
"86",5.9423703671522,3.51747370927665,6,-0.758162811262812,0.216738710103251,4.4272,0,0.449,0,395.99,247,4.49,45.1,22.5
"89",5.9076583051047,2.75709334108184,13,-0.506466194346146,-1.45072465516777,3.4145,0,0.489,0,396.06,270,3.41,63.1,28.7
"91",5.55874468454491,2.45589667764748,8,-0.317055595343304,-1.17651191742363,3.0921,0,0.489,0,393.55,270,3.41,73.9,22
"96",5.98492173530455,3.69221873518302,4,-1.32193801921383,0.19214012004729,3.4952,0,0.445,0,391.83,276,2.89,69.6,21.4
"97",6.88214372576243,2.80120860292677,1,-0.819724329017169,-0.553398563509663,3.4952,0,0.445,0,396.9,276,2.89,76,38.7
"98",6.96912412224858,1.44974587367301,6,-0.380423298243313,0.0031679535515213,3.4952,0,0.445,0,393.53,276,2.89,36.9,43.8
"105",5.35983411827105,4.02894663518553,8,-0.820785961814716,0.197446197854878,2.1069,0,0.52,0,394.05,384,8.56,96.7,19.5
"112",5.57624082564027,4.09035901447179,15,0.578747637362911,0.0578921115598006,2.3534,0,0.547,0,394.95,432,10.01,92.9,18.8
"115",5.39851885061876,4.31123818943721,8,0.112859747214319,1.08211544924475,2.4631,0,0.547,0,344.91,432,10.01,88.2,18.3
"117",5.96711975907395,3.59181210520734,14,0.855197715926124,0.688600847986555,2.7474,0,0.547,0,394.51,432,10.01,82.6,19.2
"129",6.3316373111017,3.50237991543507,5,-0.438160024388724,1.01301407353138,1.9799,0,0.624,0,396.9,437,21.89,94.7,14.3
"130",5.90719443219822,4.56097646337297,6,0.122803306838481,1.05707570252089,2.1185,0,0.624,0,395.04,437,21.89,98.9,19.2
"137",6.02000331187247,3.72088684820252,4,-0.292606161787994,0.557559303790407,1.8498,0,0.624,0,394.08,437,21.89,98.4,17.1
"149",5.87752199190215,4.61619553263407,17,1.14599639257473,0.123329919830098,1.5257,0,0.871,0,351.85,403,19.58,94.9,15.4
"151",6.01095519756818,3.28765758865539,10,0.637270900757741,-0.740980871383391,1.5916,0,0.871,0,341.6,403,19.58,100,19.6
"160",5.30005428791894,4.60671272675103,6,0.335525415589914,0.80724993964792,1.7984,0,0.605,1,338.92,403,19.58,92.6,27
"161",6.99366254837617,1.6215659857943,6,0.425820010129679,-1.00723911810713,1.9709,0,0.605,0,374.43,403,19.58,90.8,50
"163",6.85177588115696,2.44273984931482,8,-0.218015409228292,-0.872678184326888,2.162,0,0.605,1,388.45,403,19.58,93.9,50
"167",6.34871743156902,2.7226526054854,12,-0.0751631193631002,0.56968249291561,2.4259,0,0.605,0,227.61,403,19.58,79.2,23.8
"168",6.96763285797894,3.75513074635129,6,-0.395817393970185,-0.853378374013858,2.1,0,0.605,0,297.09,403,19.58,96.1,23.8
"171",6.13408016028143,3.75280007792155,5,0.221738898447618,0.917181395751945,2.3887,0,0.605,0,348.13,403,19.58,97.3,19.1
"172",6.20626461273461,3.40312309957469,5,-0.0801045904920352,0.590891765208174,2.5961,0,0.51,0,396.9,296,4.05,88.5,23.1
"173",6.02834764335926,3.40449018016638,7,0.0546071253440152,0.414608885891126,2.6463,0,0.51,0,395.5,296,4.05,84.1,23.6
"176",6.81018647690885,3.0436935327628,8,-0.446965149194739,-0.328641155430986,3.5549,0,0.51,0,393.23,296,4.05,47.2,23.2
"177",5.65062542514326,3.68502376314505,8,0.103564500793589,0.743979056888535,3.3175,0,0.51,0,395.6,296,4.05,73.4,24.6
"178",6.5752748456977,1.52386497637737,5,-0.485729742976776,0.73066271931548,2.9153,0,0.51,0,391.27,296,4.05,74.4,29.9
"180",7.26487845481525,2.74726409130009,2,-0.914421123638192,-1.3080358768671,2.741,0,0.488,0,395.56,193,2.46,83.3,39.8
"186",7.09488827366533,2.07764859845195,4,-0.885370383507942,-0.56584424040901,3.1992,0,0.488,0,392.63,193,2.46,53.6,50
"206",6.23583055108337,3.79893134211377,3,-0.0731083856858069,-0.127811948588542,4.3549,0,0.489,0,394.87,277,10.59,52.5,24.4
"210",5.84703311688238,5.06095639422574,1,-0.695068214153012,-0.940849304497011,3.8771,0,0.489,1,393.25,277,10.59,92.1,21.7
"213",6.42301662478906,3.15980939603805,5,-0.614800622546705,0.202486088476685,3.9454,0,0.489,0,385.81,277,10.59,32.3,28.1
"217",7.21588670453021,3.18274553139446,1,-0.927825674661949,0.0853963585678682,3.4211,0,0.55,0,392.78,276,13.89,85.1,28.7
"223",6.55483300715947,2.81565861357866,9,0.230474049948372,1.38047277596669,3.2721,0,0.507,0,396.9,307,6.2,80.8,30.1
