"","RM","LSTAT","RAD","CRIM","PTRATIO","DIS","ZN","NOX","CHAS","B","TAX","INDUS","AGE","MEDV"
"2",6.49520840941866,2.96436235363881,1,-0.789132228779544,-1.30410937021568,4.9671,0,0.469,0,392.83,242,7.07,61.1,34.7
"3",7.32221857545098,2.23465318392821,1,-1.04749158227469,-0.342764874455605,6.0622,0,0.458,0,394.63,222,2.18,45.8,33.4
"5",7.4045147158606,2.67036295424428,1,-1.04602698437309,-0.265597416760426,6.0622,0,0.458,0,394.12,222,2.18,58.7,28.7
"15",5.55399313842837,3.06811459419264,1,-1.01369727537475,0.551484850618181,4.4986,0,0.538,0,395.62,307,8.14,56.5,19.9
"19",5.54889755504302,4.22683019945059,2,-0.457164000800071,-0.638695233397611,3.7965,0,0.538,0,390.95,307,8.14,69.5,18.2
"21",6.25742695511141,3.60813145501195,4,0.132513962957185,-0.505791399080782,4.0123,0,0.538,0,392.53,307,8.14,89.2,19.6
"26",5.49724221830874,4.07469956117491,3,0.0282258919682025,-0.530965979143651,4.682,0,0.538,0,376.88,307,8.14,90.3,16.6
"45",6.03506550911541,2.85740944052122,1,-0.766052076667634,0.737528650093322,5.1004,0,0.448,0,396.9,233,6.91,33.8,19.3
"70",6.43267079017873,1.98735722979811,1,-1.37987562016028,-0.342079889160023,5.2873,0,0.413,0,383.73,305,10.81,6.6,24.2
"73",6.23065197918101,1.93898247414071,4,-1.00294792138501,-0.491960567797523,5.2873,0,0.413,0,377.17,305,10.81,6.2,23.4
"76",5.86631650959862,3.79093538721932,10,-0.0159104173202567,-0.167273064147539,4.0522,0,0.437,0,373.66,398,12.83,74.5,20
"85",5.48459189521477,3.11582132932128,5,-0.761758239242567,-0.193411691784922,4.4377,0,0.449,0,392.3,247,4.49,56.1,26.6
"87",6.55252109487273,3.3113345261449,1,-0.398100278036056,-0.655044470053892,3.7476,0,0.449,0,395.15,247,4.49,56.8,22.2
"88",5.93928652875648,3.19391459323294,10,-0.188568596161099,-0.181685775915481,3.4217,0,0.489,0,396.9,270,3.41,86.3,23.6
"89",6.55569345348394,2.09102766323525,3,-0.475558408410772,-0.170903404658742,3.4145,0,0.489,0,396.06,270,3.41,63.1,28.7
"90",6.40571599772025,2.65452214784093,1,-1.25406302775054,-0.169951357847268,3.0923,0,0.489,0,392.18,270,3.41,66.1,22.6
"91",6.08336299842867,3.6868359678566,5,-0.738379062391579,0.993041240951849,3.0921,0,0.489,0,393.55,270,3.41,73.9,22
"98",7.02977296618363,1.48921581946242,5,-0.962719722081966,-1.15857368701441,3.4952,0,0.445,0,393.53,276,2.89,36.9,43.8
"107",6.2555423146899,3.55565675321295,11,-0.338556947313574,0.0237591286043147,2.1224,0,0.52,0,387.69,384,8.56,85.2,20.4
"114",5.57229958731519,4.33434753630328,9,0.510881169228092,0.659111521658077,2.2565,0,0.547,0,388.74,432,10.01,84.2,18.5
"118",6.83438177109522,2.70951514232624,5,-0.872151337295041,0.322751370409302,2.4775,0,0.547,0,338.63,432,10.01,73.1,20.4
"121",6.23652854477231,3.89385294386179,1,-1.08678343004287,-0.521635879541328,2.1974,0,0.581,0,377.67,188,25.65,84.1,20.3
"122",6.13628138308823,4.56348177664275,1,-0.75776401754141,-1.44210823918716,2.0869,0,0.581,0,378.09,188,25.65,92.9,20.5
"124",5.90516357788514,4.4192266278201,1,-1.16561765222062,0.605252774410277,2.0063,0,0.581,0,379.38,188,25.65,95.8,18.8
"125",5.69464882581222,3.88078197147345,1,-1.16294777396082,0.704739903996892,1.9929,0,0.581,0,385.02,188,25.65,88.4,21.4
"126",5.3888783219695,4.59070647107745,1,-0.966891762333554,-0.879681514842255,1.7572,0,0.581,0,359.29,188,25.65,95.6,15.7
"135",6.85585108343588,3.2477780113573,8,0.202386184498405,0.730127178346127,2.1107,0,0.624,0,394.67,437,21.89,98.2,18.1
"140",5.25220627529449,3.98443522074307,10,0.950531251555799,1.37347129618949,1.6119,0,0.624,0,388.08,437,21.89,93.6,14
"141",6.08936800954505,4.56820007146978,5,0.330666515217495,1.22585607673995,1.4394,0,0.624,0,396.9,437,21.89,100,14.4
"145",6.11780596582952,4.25175889183325,9,0.826610808192443,0.0838240642374245,1.4191,0,0.871,0,172.91,403,19.58,100,13.8
