"","RM","LSTAT","RAD","CRIM","PTRATIO","DIS","ZN","NOX","CHAS","B","TAX","INDUS","AGE","MEDV"
"2",6.44508951978891,2.91547189371028,3,-0.791519068765939,-1.76952957232221,4.9671,0,0.469,0,392.83,242,7.07,61.1,34.7
"12",5.98198297795914,2.65573955314131,7,-0.301601098199886,0.0300563883656392,5.4509,12.5,0.524,0,390.5,311,7.87,39,21.7
"15",6.03803936391696,2.97051655182773,2,-0.853569046589234,-0.960460133752741,4.4986,0,0.538,0,395.62,307,8.14,56.5,19.9
"19",5.90775529766875,3.38067405925804,6,-0.338068376272047,-0.114508372799214,3.7965,0,0.538,0,390.95,307,8.14,69.5,18.2
"20",5.8523999953752,3.74889531416094,10,-0.491966994904098,0.700529658555449,3.7979,0,0.538,0,376.57,307,8.14,98.1,13.6
"37",5.66823094084704,3.06091905384308,5,-0.0941430390050272,-0.152765834073291,3.9342,0,0.499,0,396.9,279,5.96,41.5,21
"38",6.20661544136616,2.1797853824091,1,-0.487715317390655,-1.03998579682551,3.8473,0,0.499,0,393.43,279,5.96,30.2,24.7
"44",5.71479748163427,3.28667469519979,1,-1.29321905791753,0.0398060234782348,5.7209,0,0.448,0,389.39,233,6.91,40,21.2
"73",6.27976608117194,2.88085423351522,5,-0.746786925367423,-0.735468719349084,5.2873,0,0.413,0,377.17,305,10.81,6.2,23.4
"74",6.22183262800869,1.47810696535386,8,-0.948359957078601,0.341075439177918,4.2515,0,0.437,0,394.92,398,12.83,6,24.1
"77",5.74746471643997,2.74610979986665,8,-0.265897847755669,0.0693990114031573,4.0905,0,0.437,0,386.96,398,12.83,45.8,20.8
"84",6.48112871589289,2.88716688639552,1,-1.39363791344822,-0.447744108006833,4.7794,0,0.449,0,396.9,247,4.49,48,23.9
"85",6.3854273396643,2.9405096872672,5,0.0168938648386274,-1.1789998913141,4.4377,0,0.449,0,392.3,247,4.49,56.1,26.6
"91",5.93095614892454,2.93838229392885,10,-0.0408595668631464,-0.0423252486281104,3.0921,0,0.489,0,393.55,270,3.41,73.9,22
"97",7.52473351736148,1.86677038357047,2,-0.790196439679737,-0.453477970937135,3.4952,0,0.445,0,396.9,276,2.89,76,38.7
"101",6.10303765237524,3.40336804107349,14,0.455988287932474,-0.292363874553789,2.8561,0,0.52,0,395.58,384,8.56,71.3,26.5
"112",5.98841805912279,3.26871065661788,7,-0.395887551944504,1.47238850129455,2.3534,0,0.547,0,394.95,432,10.01,92.9,18.8
"114",6.2807639457267,3.03776300548097,6,-0.303617383054782,0.386992075728483,2.2565,0,0.547,0,388.74,432,10.01,84.2,18.5
"122",5.9793245483598,3.45825793412618,1,-0.88747891346451,-0.221598255461847,2.0869,0,0.581,0,378.09,188,25.65,92.9,20.5
"124",5.39531234905172,5.18689874105015,1,0.0755219333016168,1.00155513177213,2.0063,0,0.581,0,379.38,188,25.65,95.8,18.8
"125",6.15176349672424,3.8809310252025,1,-0.00637400777828926,0.431949681444906,1.9929,0,0.581,0,385.02,188,25.65,88.4,21.4
"144",5.45693191700112,4.2292233907788,9,0.722972587788555,1.96136068213024,1.3459,0,0.871,0,396.9,403,19.58,97.8,11.8
"146",6.3783949957747,4.8181122410222,23,1.60471290826662,-0.714157053703471,1.5166,0,0.871,0,169.27,403,19.58,100,15.6
"148",6.13107290825828,4.51106393910109,15,0.804965405792247,-0.828348455325503,1.5296,0,0.871,0,356.99,403,19.58,93.8,17.8
"155",6.34664754238769,4.26058647916905,13,0.686048141897181,-0.199589078909174,1.7455,0,0.871,1,88.01,403,19.58,82.6,15.6
"156",6.27613624513294,4.52347160053139,13,1.05603510791598,-0.779240554207378,1.7364,0,0.871,0,88.63,403,19.58,94,13.1
"158",6.84018641391859,3.39478002493684,2,0.128194575568141,0.239585881495044,1.7573,0,0.605,0,353.89,403,19.58,100,24.3
"161",8.26992420553196,2.1224710037412,4,-0.232411675893855,0.359898675373581,1.9709,0,0.605,0,374.43,403,19.58,90.8,50
"162",8.28494494959337,2.34176040281479,11,1.15586698632714,0.491497474426917,2.0407,0,0.605,1,389.61,403,19.58,98.2,50
"164",6.31171728765237,3.3926236756938,8,-0.316056854306858,0.127941062442748,2.422,0,0.605,0,395.11,403,19.58,91.8,22.7
"167",7.05798837732805,2.67272093096385,15,1.0858261882691,0.222938264836048,2.4259,0,0.605,0,227.61,403,19.58,79.2,23.8
"171",6.02090643548208,3.94207909662957,3,0.703112045040951,-0.139839548397793,2.3887,0,0.605,0,348.13,403,19.58,97.3,19.1
"173",6.25121820667127,3.97189797814018,11,-0.831497027599825,-0.947055820970094,2.6463,0,0.51,0,395.5,296,4.05,84.1,23.6
"175",6.22862083056722,1.93755490795102,9,0.73098411228373,-1.3896362226249,3.1323,0,0.51,0,390.96,296,4.05,33.1,29.4
"176",6.6223976446975,2.51316704488149,4,-0.518684001764446,-1.03154718407926,3.5549,0,0.51,0,393.23,296,4.05,47.2,23.2
"180",7.80602026212596,1.79698531412179,7,-0.88883927204604,-0.233353123518661,2.741,0,0.488,0,395.56,193,2.46,83.3,39.8
"181",7.15961697529693,1.63710029245766,1,-1.25619883288834,-1.21351740032437,2.5979,0,0.488,0,396.9,193,2.46,62.2,36.2
"183",6.48864795622365,2.8393791327013,1,-0.693594791821249,-1.08275670128659,2.847,0,0.488,0,396.9,193,2.46,95.6,32.5
"185",6.77924217477109,3.57614192629826,2,-0.275524179644415,-1.05447221326701,3.2797,0,0.488,0,387.11,193,2.46,68.8,29.6
"212",6.21834075889557,2.43466205559682,9,-0.259663654106507,0.326470400342326,3.6526,0,0.489,1,390.94,277,10.59,53.8,22.4
"213",6.60326781566716,1.8541924473844,4,-0.538105611697347,-0.267376523892746,3.9454,0,0.489,0,385.81,277,10.59,32.3,28.1
"216",6.22189567386871,3.46320042502399,5,-0.493103140824913,-0.701926158151338,3.1121,0,0.55,1,392.8,276,13.89,56,23.3
"217",6.30204046450789,2.67926089263114,5,-0.888556331368215,-1.83361049398451,3.4211,0,0.55,0,392.78,276,13.89,85.1,28.7
"218",6.16585779203235,3.74205090666454,2,-0.685413219674795,-0.354942615813582,2.8893,0,0.55,1,396.9,276,13.89,93.8,21.5
"219",6.33783339532588,3.0946795499624,9,-0.562144359988868,1.18636093145816,3.3633,0,0.55,1,393.74,276,13.89,92.4,23
"220",6.39658060640536,3.54551042515652,8,-0.704318925263242,-0.975737734989286,2.8617,0,0.507,1,391.7,307,6.2,88.5,26.7
"225",8.61541600474596,1.23863620611716,3,-0.710530785101893,-0.153586549099576,2.8944,0,0.504,0,382,307,6.2,83,50
"228",8.41857082120965,0.391913212692456,5,-0.202941675627765,-0.519173879432492,3.3751,0,0.504,0,377.51,307,6.2,17,46.7
"231",7.24290051482228,2.64803525676318,2,-0.799447271495652,1.11571921529,3.6715,0,0.504,0,376.14,307,6.2,76.9,31.7
"235",6.40855395408928,3.02239473004096,9,0.239275386440363,0.706365014137153,3.6519,0,0.507,0,376.75,307,6.2,61.5,24
"259",7.01505692324937,3.55563743522222,8,-0.100873299540194,-0.728404538721383,2.0107,20,0.647,0,391.93,264,3.97,100,30.1
"264",7.06501643619686,2.9080715557301,2,-0.182241068895378,-1.45022268112562,1.9301,20,0.647,0,387.89,264,3.97,91.6,36.5
"268",7.56680002619012,1.36805510967414,10,0.164467263980723,-2.05466324496772,2.872,20,0.575,0,390.3,264,3.97,52.6,43.5
"271",6.1812596719108,1.90160243794805,1,-0.866987558391431,-0.119236493117454,4.429,20,0.464,0,396.9,223,6.96,16.3,25.2
"308",6.68215905898868,3.33974140523623,4,-0.422646019164291,1.21720204968362,3.3175,0,0.544,0,396.9,304,9.9,82.5,22.8
"309",5.9155405647082,2.96253419944986,1,-0.153721215552919,-0.754624579463359,3.1025,0,0.544,0,396.24,304,9.9,76.7,20.3
"311",6.3483869806597,2.32789016576726,15,-0.140424118700236,-0.238574406794837,2.6403,0,0.544,0,396.9,304,9.9,52.8,22.1
"326",6.21269896548042,2.72833385960878,3,-0.249437906872779,-0.658256721902084,5.4159,0,0.493,0,396.9,287,7.38,28.9,23
"327",6.44171225318977,2.36542208607469,4,-0.697202969466771,0.232299382853454,5.4159,0,0.493,0,396.9,287,7.38,43.7,22.2
"333",5.85278699555179,3.35347790259574,1,-0.810379735591823,-1.56765594358053,6.4584,0,0.515,0,389.71,224,5.19,38.1,22.2
