"","RM","LSTAT","RAD","CRIM","PTRATIO","DIS","ZN","NOX","CHAS","B","TAX","INDUS","AGE","MEDV"
"19",6.40782746050484,3.42426581733817,6,-0.219886019799496,1.06890137312389,3.7965,0,0.538,0,390.95,307,8.14,69.5,18.2
"23",5.50730199367484,4.34466139906508,4,-0.496494879699126,0.539048177946289,4.0952,0,0.538,0,394.54,307,8.14,100,14.5
"24",5.45701058127746,4.01787696503474,4,-0.567352014842621,-0.563464933232173,4.3996,0,0.538,0,394.33,307,8.14,94.1,15.6
"35",5.85734700871056,3.35611018937626,1,-0.857766118695652,0.0225892745429303,3.3603,0,0.499,0,396.9,279,5.96,68.2,18.9
"44",6.4953854530171,2.53189904379722,2,-1.0244114519632,-1.29221811618428,5.7209,0,0.448,0,389.39,233,6.91,40,21.2
"45",6.02329193914132,2.83305548401139,1,-0.638462761627074,0.817072419001036,5.1004,0,0.448,0,396.9,233,6.91,33.8,19.3
"47",5.34876095396575,3.90909498077408,1,-1.17146459677688,0.929849142090069,5.6894,0,0.448,0,392.74,233,6.91,85.5,16.6
"58",6.17714091561206,1.98080104202761,1,-1.02228006064167,-0.0972999591759196,7.8148,25,0.453,0,390.68,284,5.13,29.2,23.3
"84",6.25914316946287,2.44870616567644,1,-1.34144164613506,-1.34912954263794,4.7794,0,0.449,0,396.9,247,4.49,48,23.9
"85",6.36249799148166,2.36250244005671,1,-1.04512125787218,0.338905745248729,4.4377,0,0.449,0,392.3,247,4.49,56.1,26.6
"90",6.8418481133988,3.04189828631935,11,-0.466028240303548,-0.40372204252974,3.0923,0,0.489,0,392.18,270,3.41,66.1,22.6
"91",6.57507555248316,3.26403896129582,7,-0.131143499833622,0.941525319478386,3.0921,0,0.489,0,393.55,270,3.41,73.9,22
"96",7.18428204794382,2.74081039958762,9,-0.268914958620131,0.154115006331111,3.4952,0,0.445,0,391.83,276,2.89,69.6,21.4
"98",7.95096360352999,0.685464362649786,10,-0.393357870437631,-0.722027180273342,3.4952,0,0.445,0,393.53,276,2.89,36.9,43.8
"109",6.34570977603675,3.72566591937667,5,0.53382163004475,0.96073287208717,2.5451,0,0.52,0,391.23,384,8.56,91.2,19.4
"116",6.15526925449498,3.72501652795279,15,0.317258466246432,-0.337000520442409,2.7301,0,0.547,0,393.3,432,10.01,72.5,21.2
"120",5.25223848032358,4.13820737495752,1,-1.02366410925655,0.155606396870667,2.2577,0,0.581,0,389.15,188,25.65,69.7,22
"121",5.69418178575193,4.16570944187885,1,0.408287886498387,-0.114558934092706,2.1974,0,0.581,0,377.67,188,25.65,84.1,20.3
"126",5.67886520293957,4.58881590447887,1,-0.888842449834243,-0.0736174772701556,1.7572,0,0.581,0,359.29,188,25.65,95.6,15.7
"142",5.91161732709939,4.5260587679978,10,0.810326541329966,-1.31249464972196,1.3216,0,0.871,1,396.9,403,19.58,100,13.4
"144",5.42709381914686,4.5180309492277,12,0.956914664780513,0.0308889771504034,1.3459,0,0.871,0,396.9,403,19.58,97.8,11.8
"145",6.1572331696634,3.71549547460334,10,0.37421369778406,-0.718929502559024,1.4191,0,0.871,0,172.91,403,19.58,100,13.8
"149",5.63047747154175,4.18032601098309,6,0.503857080140789,0.100736098671007,1.5257,0,0.871,0,351.85,403,19.58,94.9,15.4
"157",7.97184540201055,1.97590845417557,7,0.112761103331954,-1.52187426100815,1.8773,0,0.605,0,363.43,403,19.58,97.4,41.3
"161",8.78209061916115,2.27990920570428,5,-0.459885557607053,-1.11734924868602,1.9709,0,0.605,0,374.43,403,19.58,90.8,50
"164",6.32289347940619,3.98236759038092,13,0.137410607647797,0.408512674477141,2.422,0,0.605,0,395.11,403,19.58,91.8,22.7
"165",6.72689279776628,2.77604175592036,12,0.723939706846801,0.698339203741924,2.2834,0,0.605,0,240.16,403,19.58,93,25
"166",7.96801946988075,1.88775964087973,9,-0.502614657368682,0.47527927115926,2.0459,0,0.605,0,369.3,403,19.58,96.2,50
"167",6.93874642130149,3.23444484975789,5,-0.374776985391166,0.37167372536176,2.4259,0,0.605,0,227.61,403,19.58,79.2,23.8
"168",6.19269914775677,4.0113678574248,3,0.0296685538800994,0.651866218416716,2.1,0,0.605,0,297.09,403,19.58,96.1,23.8
"171",6.74672311228705,3.21565471542756,5,0.0809840712856027,-0.0492987691453627,2.3887,0,0.605,0,348.13,403,19.58,97.3,19.1
"174",6.63846287315899,3.25477566290015,7,-0.75842872249157,0.80020936596592,2.7019,0,0.51,0,393.23,296,4.05,68.7,22.6
"175",6.67160723922443,2.76444731662087,7,-0.986522640974638,-0.610257291454515,3.1323,0,0.51,0,390.96,296,4.05,33.1,29.4
"178",7.29880239336511,1.69641641071545,10,0.52503105560344,-1.95171326463245,2.9153,0,0.51,0,391.27,296,4.05,74.4,29.9
"179",7.97664873606763,1.55205609606326,4,-0.744460975332793,0.135341091599495,2.829,0,0.488,0,396.9,193,2.46,58.4,37.2
"181",7.10507234996992,2.37586901909984,5,-0.660892549641605,-0.527816773701012,2.5979,0,0.488,0,396.9,193,2.46,62.2,36.2
"182",7.70446959814262,2.13871920473533,1,-0.656786904843805,-0.930115659755988,2.7006,0,0.488,0,394.12,193,2.46,92.2,37.9
"186",8.47234495915079,0.96775961038258,1,-1.2009844728023,-0.051818172371078,3.1992,0,0.488,0,392.63,193,2.46,53.6,50
"215",6.80614673625423,2.07397467234293,6,-0.390010594768508,-0.398597073537709,3.9454,0,0.489,0,393.63,277,10.59,42.4,25
"216",5.69400016216146,2.98260715574701,9,-0.102735352536924,-0.636161821557069,3.1121,0,0.55,1,392.8,276,13.89,56,23.3
"224",8.18462364151168,1.93541822834322,7,-0.189872518101859,-0.031294973735214,2.8944,0,0.504,0,385.05,307,6.2,78.3,44.8
"226",7.16074373609613,2.24238524443896,6,-0.738867607728197,-1.0567007868384,3.2157,0,0.504,0,387.38,307,6.2,86.5,37.6
"227",6.82264030855147,2.68480285654792,10,-0.652338585148353,0.581823601172956,3.2157,0,0.504,0,372.08,307,6.2,79.9,31.6
"228",7.41176840860548,0.373237633641938,12,-0.816060871770195,-0.660631031416416,3.3751,0,0.504,0,377.51,307,6.2,17,46.7
"235",6.45008964940253,3.40070066337463,12,0.202965240813298,0.651710949839868,3.6519,0,0.507,0,376.75,307,6.2,61.5,24
"237",6.35560012230173,2.82238245979477,9,-0.472494062411218,0.992879654442259,4.148,0,0.507,0,390.07,307,6.2,71.6,31.5
"258",7.41279576101323,1.9018619122267,1,-0.990684599961722,-1.09536986585141,1.8946,20,0.647,0,383.29,264,3.97,100,36
"260",7.30032717256566,3.17639560309257,6,0.249666840851189,-0.289762778069765,2.1121,20,0.647,0,392.8,264,3.97,81.8,33.8
"264",7.20962296811813,2.37178311914251,1,-0.423523791530866,-0.218812217801108,1.9301,20,0.647,0,387.89,264,3.97,91.6,36.5
"265",6.38538909956144,2.7865807938857,4,-0.0898463982062046,-0.776412443007532,1.9865,20,0.647,0,392.4,264,3.97,62.8,22.8
"267",8.3281028549743,1.11523516418807,6,-0.672620827165503,-1.23936769467672,2.4216,20,0.575,0,384.54,264,3.97,67,50
"279",7.18458800276659,2.37289243428296,1,-0.723340713949644,0.455285796809783,4.1007,20,0.4429,0,396.9,216,3.33,32.2,35.1
"294",5.71937547865164,2.23072641273276,1,-1.16374147470534,-0.291472303284898,5.5027,0,0.437,0,396.9,289,13.92,42.3,21.7
"296",6.11213819067903,3.14561300438188,1,-1.25672498257905,-0.857024310067093,5.9604,0,0.437,0,392.85,289,13.92,51,27.1
"309",6.29164168427851,3.11449600559867,4,-0.335356036100907,-0.291780725451717,3.1025,0,0.544,0,396.24,304,9.9,76.7,20.3
"310",5.39015596290772,3.68337193078468,4,-0.108257955781706,-0.175669514466873,2.5194,0,0.544,0,350.45,304,9.9,37.8,16.1
"315",5.99647096391398,3.92716811162561,7,0.0665248226116728,0.606891792145145,3.945,0,0.544,0,396.42,304,9.9,77.7,16.2
"324",6.72875454904654,2.42727469805705,7,-0.867104887443278,-0.748733669935227,4.7211,0,0.493,0,396.9,287,7.38,40.1,25
"333",5.90959908163448,2.11602427988398,4,-0.746643220344084,0.128423005861826,6.4584,0,0.515,0,389.71,224,5.19,38.1,22.2
"336",6.19097098717553,2.84860511875759,1,-0.790595774705773,-0.283877184039323,5.2311,0,0.515,0,396.9,224,5.19,46.3,19.5
"340",6.47423577230011,2.431751472867,4,-0.567521624028556,0.0467107957063819,4.8122,0,0.515,0,396.9,224,5.19,58.5,18.7
"378",5.83153736352924,4.24898611360898,24,1.24296043922495,1.30336596388656,1.3861,0,0.671,0,396.9,666,18.1,96.2,13.1
"382",5.95810707536771,4.53159386080111,23,1.46688763675654,1.15268178738526,1.5804,0,0.7,0,396.9,666,18.1,100,11.3
"412",6.57015334377996,4.44241826254348,24,1.58677676742343,1.12293955802687,1.5539,0,0.597,0,28.79,666,18.1,100,17.9
"425",6.26530902661723,4.86448714490854,24,1.40899327271793,-0.321197647228478,1.9096,0,0.679,0,7.68,666,18.1,95.4,8.3
"445",6.42801942365852,3.88062337797199,20,0.883287583335156,1.09908940982152,1.9879,0,0.74,0,43.06,666,18.1,94.8,11.8
"463",5.59398788468727,3.69763587880536,24,1.25075920172506,-0.353703295143431,2.8016,0,0.713,0,393.82,666,18.1,89.9,20.2
"485",5.98963041441056,4.38384343270441,17,0.54443485907749,0.699024897127826,3.9917,0,0.583,0,388.62,666,18.1,51.9,21.2
"487",6.19783263096266,2.77211412891663,24,0.856258258113662,0.317567562092626,3.1523,0,0.583,0,388.22,666,18.1,53.2,20.6
"493",6.42362665868708,3.08912335010507,6,-0.501278273239289,1.27433520763938,2.3817,0,0.585,0,396.9,391,9.69,54,21.8
"498",6.29161274128106,2.87766302535673,10,0.342813431603746,0.0968932516850181,2.4091,0,0.585,0,396.9,391,9.69,65.3,21.2
"499",6.62531516887676,2.89611601960395,9,0.0316348809505449,0.888515529784536,2.3999,0,0.585,0,395.77,391,9.69,73.5,17.5
"501",5.58134795510681,3.65022620718934,7,-0.0182353754901121,-0.242067921559882,2.4786,0,0.573,0,391.99,273,11.93,69.1,22.4
"504",6.450204285793,3.2299694276336,3,-0.213524313327704,-0.156975078090937,2.3889,0,0.573,0,393.45,273,11.93,89.3,22
"257",8.02902403035883,1.9849283640385,10,-0.624325586694493,-1.88714317572526,1.801,20,0.647,0,389.7,264,3.97,86.9,50
"261",7.84434461897876,1.68061376108683,7,0.470363225334703,-1.88714317572526,2.1398,20,0.647,0,388.37,264,3.97,89.4,43.1
"266",6.98984579987711,3.33151307409388,18,0.23805584236768,-1.88714317572526,2.1329,20,0.647,0,384.07,264,3.97,84.6,30.7
"146",6.53372423137625,4.4808955557548,15,1.03616278742431,-1.54701457236491,1.5166,0,0.871,0,169.27,403,19.58,100,15.6
"154",5.68674801280105,4.38948769482585,16,0.557354356887951,-1.54701457236491,1.7494,0,0.871,1,321.02,403,19.58,96,17
"159",6.18747623729168,4.15985069581914,17,0.392986733628176,-1.54701457236491,1.7659,0,0.871,0,364.31,403,19.58,100,23.3
"163",7.73715230586508,1.19288493133878,6,-1.47351107171878,-1.54701457236491,2.162,0,0.605,1,388.45,403,19.58,93.9,50
"169",6.47926412354446,4.00649024267679,7,0.831574258741916,-1.54701457236491,2.2625,0,0.605,0,330.04,403,19.58,95.2,22.3
"282",7.95150848898558,1.59982128636688,9,-0.253462032637944,-1.4986288445605,5.2119,20,0.4429,1,377.07,216,3.33,49.7,46
"12",6.20806621291186,3.66569191413008,4,-0.29017804814997,-1.42225756521518,5.4509,12.5,0.524,0,390.5,311,7.87,39,21.7
"295",6.59713794018467,2.07081044464142,1,-1.04721406482271,-1.1943938643994,5.9604,0,0.437,0,396.9,289,13.92,31.1,28.6
"222",7.16894993294578,2.94756697858291,6,-0.955675336155704,-0.695829524768667,3.2721,0,0.507,1,390.39,307,6.2,77.7,27.5
"232",7.44747406568537,1.77016946028303,1,-1.58919312295036,-0.695829524768667,3.8384,0,0.507,0,385.91,307,6.2,73.3,41.7
"233",8.04255400861538,1.93732988862506,6,-0.404994489601749,-0.695829524768667,3.6519,0,0.507,0,378.95,307,6.2,70.4,48.3
"236",5.93590432546021,3.62045691072971,13,0.290808850274922,-0.695829524768667,4.148,0,0.507,1,388.45,307,6.2,76.5,25.1
"118",5.80504859630955,3.66625852228535,13,0.0551176899124471,-0.525818250464659,2.4775,0,0.547,0,338.63,432,10.01,73.1,20.4
"41",5.75983723217645,2.62147602619756,7,-0.954631356870185,-0.481155986929274,5.7209,0,0.448,0,385.41,233,6.91,2.9,26.6
"307",6.80011839329302,2.67783203401573,1,-0.991507599182903,-0.24401601094397,3.1827,33,0.472,0,396.9,222,2.18,70.3,28.2
"308",6.70098463485094,2.31492699893034,2,-0.352029302535653,-0.24401601094397,3.3175,0,0.544,0,396.9,304,9.9,82.5,22.8
"313",6.55512367417731,2.59128966945918,1,-0.455969387177229,-0.24401601094397,3.2628,0,0.544,0,393.39,304,9.9,82.8,21.6
"212",5.77964146389438,3.17207236021357,13,-0.174521236876156,-0.142360813351939,3.6526,0,0.489,1,390.94,277,10.59,53.8,22.4
"213",7.2208014694044,1.43414030621436,2,-0.361780946374858,-0.142360813351939,3.9454,0,0.489,0,385.81,277,10.59,32.3,28.1
"76",5.94377707328376,3.69920759351396,7,-0.438224428943275,-0.0899986875399935,4.0522,0,0.437,0,373.66,398,12.83,74.5,20
"79",5.66304182354255,2.85330343167238,12,-0.442210849688738,-0.0899986875399935,4.5026,0,0.437,0,396.06,398,12.83,36.6,20.3
"69",6.46904290870831,2.88391657984256,1,-1.27433147701971,0.0178965792890688,6.498,12.5,0.409,0,396.9,345,6.07,33,20.9
"36",5.75649772489873,3.15764873958507,4,-0.404935141341001,0.187985637785564,3.3779,0,0.499,0,377.56,279,5.96,61.4,20
"497",5.8975048201626,3.35679810672604,5,-0.195432792132209,0.187985637785564,2.8927,0,0.585,0,396.9,391,9.69,70.6,18.3
"320",6.56391563030403,2.97465395440647,6,-0.390002370947074,0.431102979977672,4.5404,0,0.493,0,396.9,287,7.38,52.3,23.8
"335",5.71235270500776,3.30303636310002,8,-0.2181295716765,0.833916637360556,5.9853,0,0.515,0,396.9,224,5.19,34.5,21.1
"371",8.82923101675631,1.69484338294053,18,0.69874399841102,0.833916637360556,1.1691,0,0.631,0,366.15,666,18.1,100,50
"414",6.42347076706301,4.38555478337361,19,1.00439708358365,0.833916637360556,1.6582,0,0.693,0,88.27,666,18.1,100,7
"449",5.56962589214935,3.89788743034416,24,1.8656163250742,0.833916637360556,2.185,0,0.713,0,304.21,666,18.1,98.3,13
"469",6.14728926530286,2.49555558241766,22,0.562088992910188,0.833916637360556,2.8237,0,0.58,0,396.9,666,18.1,56.7,20.1
"470",6.69175042976641,3.12679760447273,21,0.926758484212552,0.833916637360556,3.0334,0,0.58,0,396.9,666,18.1,84,19.9
"473",6.84055529097646,3.23726730507975,23,1.29050388655538,0.833916637360556,2.5329,0,0.614,0,374.68,666,18.1,67.6,29.8
"480",7.12891298873116,2.34357183733598,20,0.31062046556942,0.833916637360556,3.4242,0,0.532,0,396.9,666,18.1,64.7,23
"503",6.56538237263664,3.28246064538541,6,0.085278284790982,1.45124616523898,2.1675,0,0.573,0,396.9,273,11.93,91,23.9
"184",6.6415627891665,2.84520685845274,6,-0.785389470655728,-0.525818250464659,2.9879,0,0.488,0,391,193,2.46,89.8,26.4
