"","RM","LSTAT","RAD","CRIM","PTRATIO","DIS","ZN","NOX","CHAS","B","TAX","INDUS","AGE","MEDV"
"1",5.66487946620931,3.23557220353848,1,-0.682118096317787,-0.279307532285808,4.9671,0,0.469,0,396.9,242,7.07,78.9,21.6
"2",7.12899809463038,2.05161365988727,3,-0.393556695447157,-0.43585583292145,4.9671,0,0.469,0,392.83,242,7.07,61.1,34.7
"4",8.05855160526433,1.66041849029061,11,-0.704927271480078,-1.26795885955042,6.0622,0,0.458,0,396.9,222,2.18,54.2,36.2
"12",5.99640199576251,3.10940224872902,5,-0.665428793779789,-0.898556672940214,5.4509,12.5,0.524,0,390.5,311,7.87,39,21.7
"16",6.58570882085387,2.38283617616673,8,-0.143759507713044,-0.16918338530932,4.4986,0,0.538,0,386.85,307,8.14,29.3,23.1
"18",6.36503790255446,3.64353097914728,4,-0.559081727243534,-0.0748378143883637,3.7965,0,0.538,0,288.99,307,8.14,36.6,20.2
"20",5.83031961402027,4.5981131184255,1,0.105135473062581,0.035639981859286,3.7979,0,0.538,0,376.57,307,8.14,98.1,13.6
"45",5.83102501738154,2.58371712513364,9,-0.952976417493082,-0.262428114197476,5.1004,0,0.448,0,396.9,233,6.91,33.8,19.3
"64",7.21735986312599,1.93539023424435,10,-0.818000572875568,-0.0596876308870317,9.2229,17.5,0.4161,0,393.24,216,1.38,59.5,33
"103",6.24342011613013,3.52319880710198,7,0.318094158059263,0.814919672398566,2.7147,0,0.52,0,394.47,384,8.56,87.4,19.3
"111",6.0766802590183,3.27259554640445,13,0.533819954400286,-1.05001774583612,2.6775,0,0.547,0,395.59,432,10.01,81.6,22.8
"112",5.5909021594232,3.48370060279584,8,-0.440457007169471,0.4331648911296,2.3534,0,0.547,0,394.95,432,10.01,92.9,18.8
"118",6.06143081731852,3.47444837029246,13,0.370105463731284,1.39743916984044,2.4775,0,0.547,0,338.63,432,10.01,73.1,20.4
"120",6.31740002483452,3.76385281961007,1,-1.50357852404045,0.587162268592615,2.2577,0,0.581,0,389.15,188,25.65,69.7,22
"123",5.29367783026301,4.00996447798793,1,-0.162022002637595,0.134226293150995,1.9444,0,0.581,0,370.31,188,25.65,97,17.3
"124",6.29842702426581,3.65248070191575,1,-0.960702324122873,-0.166956875370731,2.0063,0,0.581,0,379.38,188,25.65,95.8,18.8
"125",5.91995283227675,3.29722019353814,1,-0.941653414685515,-0.424469523312997,1.9929,0,0.581,0,385.02,188,25.65,88.4,21.4
"126",5.92441934342298,4.77774994656094,1,-0.0315055783802727,0.0614773331998744,1.7572,0,0.581,0,359.29,188,25.65,95.6,15.7
"128",5.58384077856727,4.07264658585527,9,0.776600159541874,0.266504114622394,1.8125,0,0.624,0,396.9,437,21.89,98.8,18
"146",5.41231946434793,4.96222215152987,8,0.795862638924201,-1.34334531516195,1.5166,0,0.871,0,169.27,403,19.58,100,15.6
"147",5.78617385960904,4.61859407270882,17,0.662365434287155,-0.592594324789647,1.4608,0,0.871,0,391.71,403,19.58,95.7,14.6
"148",6.02140547479387,5.31942406157546,4,-0.361437150732759,-0.602118631750507,1.5296,0,0.871,0,356.99,403,19.58,93.8,17.8
"155",6.3770312978569,4.64075023472678,13,1.6134517607993,0.0704762903798942,1.7455,0,0.871,1,88.01,403,19.58,82.6,15.6
"159",6.13075153306795,4.79294908506135,11,0.317045685491132,-1.29760665055523,1.7659,0,0.871,0,364.31,403,19.58,100,23.3
"160",6.30792088598802,3.44111845694638,5,0.220336950868224,0.157192078292362,1.7984,0,0.605,1,338.92,403,19.58,92.6,27
"161",8.92104777925488,0.649229220648882,8,-0.451941689656335,0.130107576698627,1.9709,0,0.605,0,374.43,403,19.58,90.8,50
"162",8.04974091624332,2.38455442073133,14,0.419870483649224,1.01163922074236,2.0407,0,0.605,1,389.61,403,19.58,98.2,50
"164",7.20523399987528,3.06228307572084,1,-0.77262378135087,0.0967772938077044,2.422,0,0.605,0,395.11,403,19.58,91.8,22.7
"165",6.64474312421567,3.53574183954422,6,0.488588318065192,0.489975552182175,2.2834,0,0.605,0,240.16,403,19.58,93,25
"169",6.15996986586533,3.48556838522409,10,0.270675683464282,1.83598584865161,2.2625,0,0.605,0,330.04,403,19.58,95.2,22.3
"174",5.86530720367374,4.25679107732109,10,0.50664694804722,0.408195219251227,2.7019,0,0.51,0,393.23,296,4.05,68.7,22.6
"175",6.40863673960206,1.93806599712668,1,-1.50132132641886,0.101205769924244,3.1323,0,0.51,0,390.96,296,4.05,33.1,29.4
"177",6.55418117720421,2.8562726801386,10,-0.224167930655209,-0.304508669659025,3.3175,0,0.51,0,395.6,296,4.05,73.4,24.6
"179",7.2113685046241,2.28789468711913,1,-1.15892449739877,-2.35455542573566,2.829,0,0.488,0,396.9,193,2.46,58.4,37.2
"181",6.88624099694572,2.87587560899831,5,-0.377868314654633,-1.1406723102122,2.5979,0,0.488,0,396.9,193,2.46,62.2,36.2
"182",6.45218740500987,2.79579978031015,3,0.257629702846741,-0.827775339553647,2.7006,0,0.488,0,394.12,193,2.46,92.2,37.9
"184",6.56543541188954,2.44648924552502,1,-0.513370381107279,0.435148663935157,2.9879,0,0.488,0,391,193,2.46,89.8,26.4
"185",7.03344503848273,2.33562345833,1,-1.36978573055055,-1.08860038491586,3.2797,0,0.488,0,387.11,193,2.46,68.8,29.6
"213",6.5545643690234,2.6587117627302,3,-0.675368824355508,-2.05726587042424,3.9454,0,0.489,0,385.81,277,10.59,32.3,28.1
"216",6.2620665350245,2.74184779975335,4,-0.185580722533898,-0.487344928765334,3.1121,0,0.55,1,392.8,276,13.89,56,23.3
"217",6.99132301350319,3.3358027346503,1,0.019278667929014,0.397534438452306,3.4211,0,0.55,0,392.78,276,13.89,85.1,28.7
"218",6.60145068559362,3.53866893934246,5,-0.385886744598516,-0.268049720958938,2.8893,0,0.55,1,396.9,276,13.89,93.8,21.5
"219",5.87098957488497,3.68377471577558,4,-0.61863206139673,0.1932967226985,3.3633,0,0.55,1,393.74,276,13.89,92.4,23
"222",5.95029976515565,3.4118302323495,1,-0.362245861911681,-0.864152602276339,3.2721,0,0.507,1,390.39,307,6.2,77.7,27.5
"224",7.927965231368,2.11001553288638,8,0.423857972598489,-0.56663934033031,2.8944,0,0.504,0,385.05,307,6.2,78.3,44.8
"226",7.50499752467331,2.84615188854463,10,-0.0188392777655912,-0.555437699830994,3.2157,0,0.504,0,387.38,307,6.2,86.5,37.6
"227",7.07056893364436,2.56634131616089,8,0.174062674542441,0.497025742298313,3.2157,0,0.504,0,372.08,307,6.2,79.9,31.6
"229",6.73639103004753,2.4500472775289,2,-0.522055213275596,-1.44376172770635,3.3751,0,0.504,0,380.34,307,6.2,21.4,31.5
"232",8.00528243660158,1.44274560752813,8,-0.0119723315100442,-0.0669383869660006,3.8384,0,0.507,0,385.91,307,6.2,73.3,41.7
"233",8.31422320227532,1.54487789653875,11,-0.00154716226710893,-0.698541008711583,3.6519,0,0.507,0,378.95,307,6.2,70.4,48.3
