"","RM","LSTAT","RAD","CRIM","PTRATIO","DIS","ZN","NOX","CHAS","B","TAX","INDUS","AGE","MEDV"
"13",6.22341259374019,3.45055605764061,6,-1.5407128774512,0.880870703820766,4.7075,0,0.538,0,396.9,307,8.14,61.8,20.4
"15",6.13609069126315,2.71102068840852,8,-0.189049458158155,0.818639029283727,4.4986,0,0.538,0,395.62,307,8.14,56.5,19.9
"22",5.71507446130373,3.56415735369503,5,-0.804262581457344,1.05859103872677,3.9769,0,0.538,0,396.9,307,8.14,91.7,15.2
"29",6.70718669894274,2.97217101656996,5,-0.433712202242595,-0.434412713822327,4.239,0,0.538,0,380.23,307,8.14,87.3,21
"33",5.80250278136765,4.09173679660583,6,0.507729657289022,1.11951320501698,3.7872,0,0.538,0,358.77,307,8.14,95,13.1
"41",5.76113442152107,2.40977083743888,1,-1.19332943483843,0.122268927830616,5.7209,0,0.448,0,385.41,233,6.91,2.9,26.6
"46",6.22393142671907,3.16690519412703,1,-0.384911355511947,0.432972070581941,5.1004,0,0.448,0,396.9,233,6.91,33.3,20
"48",6.17671114270329,3.15461467861964,1,-0.588566268433085,-0.175689890625149,5.87,0,0.448,0,396.9,233,6.91,95.3,14.4
"49",5.96565578006477,3.59372966279371,5,0.0162195674247706,0.365553346349462,6.0877,0,0.448,0,396.9,233,6.91,62,19.4
"70",6.31382010937334,2.03070215032066,7,-0.90332892399104,-0.661081117589985,5.2873,0,0.413,0,383.73,305,10.81,6.6,24.2
"73",6.1166310980343,2.65769987672772,1,-0.642313514070696,-0.221079006800662,5.2873,0,0.413,0,377.17,305,10.81,6.2,23.4
"79",5.71918479572106,2.97168090391226,4,-0.696262542231825,-0.34800230635564,4.5026,0,0.437,0,396.06,398,12.83,36.6,20.3
"86",6.42617574426303,2.41520396875188,3,-1.09040686271968,0.19812565526385,4.4272,0,0.449,0,395.99,247,4.49,45.1,22.5
"88",6.40989328126678,2.50450847355631,4,0.136300536355434,1.0991423341481,3.4217,0,0.489,0,396.9,270,3.41,86.3,23.6
