"","RM","LSTAT","RAD","CRIM","PTRATIO","DIS","ZN","NOX","CHAS","B","TAX","INDUS","AGE","MEDV"
"2",7.16134279021995,2.47332540606536,3,0.277245457003757,-0.191822158234845,4.9671,0,0.469,0,392.83,242,7.07,61.1,34.7
"4",6.98439079440786,1.74377042802017,4,-0.558182356296645,-0.112144433154759,6.0622,0,0.458,0,396.9,222,2.18,54.2,36.2
"16",6.71265554786568,2.65807904819281,4,-0.570324009054933,-0.250372771120667,4.4986,0,0.538,0,386.85,307,8.14,29.3,23.1
"21",6.83421692867767,3.26359718325331,8,-0.971433362947255,0.261577142673399,4.0123,0,0.538,0,392.53,307,8.14,89.2,19.6
"22",5.64143129445513,3.19393284266196,1,-0.4808739054846,1.06602813596348,3.9769,0,0.538,0,396.9,307,8.14,91.7,15.2
"25",5.58187647577063,3.40331228552421,4,0.0555967561073719,0.497961156644146,4.4546,0,0.538,0,303.42,307,8.14,85.7,13.9
"36",6.2848928195163,3.00049772870007,1,-0.278091439291623,-0.781222484903983,3.3779,0,0.499,0,377.56,279,5.96,61.4,20
"42",6.41023571160783,2.15421024762458,1,-1.27227878011381,-0.944848291096806,5.7209,0,0.448,0,383.37,233,6.91,6.6,25.3
"43",6.43145086792604,3.17129088536716,1,-0.74550863286375,-1.30741718105105,5.7209,0,0.448,0,394.46,233,6.91,6.5,24.7
"45",6.47478353750675,3.12241597010159,1,-1.16493442114851,-0.710497101246857,5.1004,0,0.448,0,396.9,233,6.91,33.8,19.3
"46",6.02187440369793,2.94270185814746,1,-1.22726580955482,-1.49739036796877,5.1004,0,0.448,0,396.9,233,6.91,33.3,20
"71",5.40189914146135,3.32626708119683,7,-0.0211271150834991,-0.289085657937921,5.2873,0,0.413,0,376.94,305,10.81,17.5,21.7
"72",6.22974876994829,2.15900676244413,1,-1.08204280650921,-0.112352720831243,5.2873,0,0.413,0,390.91,305,10.81,7.8,22.8
"76",6.18321539210072,3.22180547736275,9,-0.442533963415559,1.55642363985099,4.0522,0,0.437,0,373.66,398,12.83,74.5,20
"95",6.59474155562696,2.66194396764752,1,-0.927813641926332,0.30649122047594,3.4952,0,0.445,0,357.98,276,2.89,57.8,28.4
"106",6.10247149011645,3.43693953092743,4,-0.123761855191293,0.432776397807231,2.211,0,0.52,0,395.67,384,8.56,91.9,19.5
"107",6.26688721543332,3.50746188935105,11,-0.0662504005843039,-1.21357204780097,2.1224,0,0.52,0,387.69,384,8.56,85.2,20.4
"109",6.05208397727462,3.80753480960977,14,0.608382724633598,0.884729701417462,2.5451,0,0.52,0,391.23,384,8.56,91.2,19.4
"117",6.47769824697705,3.65106851091445,12,-0.156489414144472,0.845388428546004,2.7474,0,0.547,0,394.51,432,10.01,82.6,19.2
"119",6.14690531283104,3.49809884977578,13,0.262564845870488,0.197539836517991,2.7592,0,0.547,0,391.5,432,10.01,65.2,19.3
"121",6.12712592328495,4.11125720885631,1,-0.844063930834097,0.186779504475703,2.1974,0,0.581,0,377.67,188,25.65,84.1,20.3
"123",5.31752335680851,3.59409813419356,1,-0.517653515136989,0.117323764725857,1.9444,0,0.581,0,370.31,188,25.65,97,17.3
"125",6.43923700684852,3.76955824073385,1,-1.05164234927613,0.194912885725655,1.9929,0,0.581,0,385.02,188,25.65,88.4,21.4
"141",6.52796044031202,4.23917938814806,6,0.73725686849874,0.902534616887112,1.4394,0,0.624,0,396.9,437,21.89,100,14.4
"142",5.52090821944144,5.04691302972157,12,0.899771822643703,-1.15405125932067,1.3216,0,0.871,1,396.9,403,19.58,100,13.4
"145",6.33365848597356,4.06064711674385,9,0.679725787336429,-0.834601017743757,1.4191,0,0.871,0,172.91,403,19.58,100,13.8
"147",6.21649438455453,4.94550028283504,13,0.997567899942566,0.551983646492169,1.4608,0,0.871,0,391.71,403,19.58,95.7,14.6
"151",5.57588593999886,5.06485098982611,4,0.889458447141686,-1.6416561999676,1.5916,0,0.871,0,341.6,403,19.58,100,19.6
"157",6.96562535155026,2.93398927454553,11,-0.180447512918101,-0.563123624809952,1.8773,0,0.605,0,363.43,403,19.58,97.4,41.3
"158",6.70116896545653,3.56785987472194,10,-0.477682709250251,0.17285514084524,1.7573,0,0.605,0,353.89,403,19.58,100,24.3
"161",8.90159691370089,2.1780452297928,7,-0.288284968616751,-0.870928404904279,1.9709,0,0.605,0,374.43,403,19.58,90.8,50
"166",8.20106239646222,2.68199547080674,5,-0.866866851734745,-1.8491297581377,2.0459,0,0.605,0,369.3,403,19.58,96.2,50
"169",6.16715328761781,3.64885601003642,11,0.0598446030284079,-0.542153647778112,2.2625,0,0.605,0,330.04,403,19.58,95.2,22.3
"170",6.64290461606159,3.06971950077933,7,0.658370049470975,1.6317523123835,2.4259,0,0.605,0,292.29,403,19.58,94.6,17.4
"173",6.65472982840549,3.18728420226771,4,-0.280321547181307,0.151028488573143,2.6463,0,0.51,0,395.5,296,4.05,84.1,23.6
"175",6.2969160057148,3.74638139873337,7,-0.0954560565070964,0.640542095557827,3.1323,0,0.51,0,390.96,296,4.05,33.1,29.4
"177",6.4293423309377,3.40935378282916,10,-0.363380154894713,-0.925486303848903,3.3175,0,0.51,0,395.6,296,4.05,73.4,24.6
"180",7.96597803855739,2.17617755154851,1,-0.453289607358413,-1.65716355835108,2.741,0,0.488,0,395.56,193,2.46,83.3,39.8
"181",7.05802222164875,2.13296411447251,1,-0.954609496468953,-1.04937850354956,2.5979,0,0.488,0,396.9,193,2.46,62.2,36.2
"182",6.75392629144391,3.58385451061948,1,-1.13022863198783,-1.71011791334978,2.7006,0,0.488,0,394.12,193,2.46,92.2,37.9
"183",7.31659237986737,2.91834585790702,1,-0.465634331513858,-0.980762501726738,2.847,0,0.488,0,396.9,193,2.46,95.6,32.5
"185",6.26705007785829,2.97121130131878,1,-0.295517905946279,-1.4145712423948,3.2797,0,0.488,0,387.11,193,2.46,68.8,29.6
"205",6.38051217390411,2.41640635567935,2,-1.3391231395361,-1.46440132389595,3.9454,0,0.489,0,396.9,277,10.59,22.3,22.6
"206",7.22156014243272,2.42264951628512,4,-0.9339173551127,-0.0791207390871418,4.3549,0,0.489,0,394.87,277,10.59,52.5,24.4
"207",6.03932292845988,2.64366788037409,10,-0.378153563820663,-0.922847470185698,4.3549,0,0.489,0,389.43,277,10.59,72.7,22.5
"208",6.4709294277545,2.71156244925611,6,-1.12836478732376,0.032109375662981,4.2392,0,0.489,1,381.32,277,10.59,59.1,24.4
"213",6.33785584491638,2.31571458328797,2,-0.533401426919827,0.191523006651774,3.9454,0,0.489,0,385.81,277,10.59,32.3,28.1
"217",5.97196821150356,3.98314068097064,1,-0.206366788745597,-0.240760206534482,3.4211,0,0.55,0,392.78,276,13.89,85.1,28.7
"220",6.37359819937429,3.46339859567289,6,-0.136108189356383,-0.816049778301852,2.8617,0,0.507,1,391.7,307,6.2,88.5,26.7
"224",7.66544890898574,1.96616302260765,9,-0.269909479837034,-0.23783526799989,2.8944,0,0.504,0,385.05,307,6.2,78.3,44.8
"225",8.23161685730897,1.96324435651251,15,0.368282085268744,-0.48142150752757,2.8944,0,0.504,0,382,307,6.2,83,50
"226",7.42776244576974,2.17007088277829,3,-0.154723690542001,-1.23137176792851,3.2157,0,0.504,0,387.38,307,6.2,86.5,37.6
"228",8.44189209316602,0.534849305885669,3,-0.30222905620757,-0.230215819279752,3.3751,0,0.504,0,377.51,307,6.2,17,46.7
"229",6.59132851135383,2.16269036922984,6,-0.0411157699427595,-0.259122076594532,3.3751,0,0.504,0,380.34,307,6.2,21.4,31.5
"231",6.89950780553813,3.19928378758315,5,-0.637204228043267,-1.2543513166021,3.6715,0,0.504,0,376.14,307,6.2,76.9,31.7
"233",8.26942581849046,1.8326211509408,3,-0.342711724656263,-1.8722972190658,3.6519,0,0.507,0,378.95,307,6.2,70.4,48.3
"237",6.81450859510688,1.89489710964048,16,0.450070301409405,-0.0380286352742004,4.148,0,0.507,0,390.07,307,6.2,71.6,31.5
"258",8.07407236317515,3.13716767159023,13,-0.115918203748775,-1.59356691262362,1.8946,20,0.647,0,383.29,264,3.97,100,36
"262",8.59137736495304,1.35756660243189,5,0.0165816595310105,-1.68563881298989,2.2885,20,0.647,0,386.86,264,3.97,91.5,48.8
"264",6.80686110924575,3.12155005645474,3,-0.292927651622381,-2.73989901899395,1.9301,20,0.647,0,387.89,264,3.97,91.6,36.5
"268",7.42433327647028,2.22467488263363,3,-0.480277796741447,-1.8780112934016,2.872,20,0.575,0,390.3,264,3.97,52.6,43.5
"269",5.67067094680362,3.84084833738529,9,0.0505285247774567,-0.229574045144366,3.9175,20,0.464,1,391.34,223,6.96,61.5,20.7
"294",5.9219954439552,3.02630678287743,8,-0.494940967021062,-0.168958989412097,5.5027,0,0.437,0,396.9,289,13.92,42.3,21.7
"308",6.75135678750822,3.10224016024236,2,0.108832339748786,-0.407010705242042,3.3175,0,0.544,0,396.9,304,9.9,82.5,22.8
"309",6.67233983168058,3.00915125647894,1,-0.442767907012333,0.0373234538129449,3.1025,0,0.544,0,396.24,304,9.9,76.7,20.3
"311",6.21811458065614,2.88824571300982,7,-0.359347578336971,-0.100190630182219,2.6403,0,0.544,0,396.9,304,9.9,52.8,22.1
"314",6.38145406648185,2.61373741777722,1,-0.218249045241767,-1.205744886512,3.6023,0,0.544,0,395.69,304,9.9,87.3,23.8
"316",5.6021329873822,3.75561717192741,13,-0.525694753340233,0.159584111963656,3.9986,0,0.544,0,390.7,304,9.9,83.2,17.8
"318",6.04188874263722,4.19231731849165,1,-0.112251113642475,0.128367255690446,3.5325,0,0.544,0,395.21,304,9.9,67.2,23.1
"327",6.37177001175921,2.3337552638825,1,-0.963491546702178,0.175914652350996,5.4159,0,0.493,0,396.9,287,7.38,43.7,22.2
"328",6.18047441147011,3.00366288019601,7,-0.461567503943829,1.50667279633148,5.2146,0,0.46,0,382.44,430,3.24,25.8,19.3
"329",6.83351672820348,2.41643596747767,15,0.178448909771466,0.70199380399586,5.2146,0,0.46,0,375.21,430,3.24,17.2,22.6
"334",6.15384434441618,2.6167842927794,2,-0.240354232272231,-0.599012584453998,6.4584,0,0.515,0,389.4,224,5.19,38.5,20.7
"335",6.4363887452667,2.13827898353903,1,-0.891976552464081,-0.342564405464497,5.9853,0,0.515,0,396.9,224,5.19,34.5,21.1
"337",6.0962323051341,2.14019695418803,1,-0.484851838116581,1.24960393602902,5.615,0,0.515,0,394.81,224,5.19,59.6,18.5
"340",5.62283387963067,2.45117656471976,1,-0.909877107638472,-0.672490954282729,4.8122,0,0.515,0,396.9,224,5.19,58.5,18.7
"342",5.18390496853719,4.14698408475425,12,1.01599030631333,0.498612807386801,6.2669,0,0.518,0,389.96,422,1.89,59.7,16.5
"411",6.33539045855952,3.994333174045,24,0.957201098902017,0.925994980529996,1.5275,0,0.597,0,35.05,666,18.1,100,17.2
"416",5.02382017678976,4.98115867537653,24,1.22820559405437,0.585019004435389,1.8195,0,0.679,0,21.57,666,18.1,90.8,7.5
"417",5.52275341417215,4.71717781122903,18,0.659848100088516,0.148751281824464,1.6475,0,0.679,0,127.36,666,18.1,89.1,10.4
"423",5.76308266433389,4.67141985036667,20,1.26037838450437,0.568583952463374,2.0218,0,0.614,0,2.52,666,18.1,85.1,13.4
"452",5.38232181058806,4.9553395881317,24,1.56569102246969,-0.653095828183346,2.3682,0,0.713,0,385.09,666,18.1,91.8,16.1
"454",5.2559724396246,5.1361631974391,20,2.3786461883624,1.53831455294972,2.4961,0,0.713,0,6.68,666,18.1,94.1,14.9
"458",5.76692872275838,3.94510178485415,24,1.56203428687454,0.982543476347352,2.7831,0,0.713,0,272.21,666,18.1,83.7,14.9
"483",6.38389312016076,2.7880094639318,22,0.365121053347163,0.0837497901612179,4.0983,0,0.532,0,392.92,666,18.1,40.3,21.8
"503",6.27247751771507,3.5752986959961,1,-0.336508189578217,-0.819268640336816,2.1675,0,0.573,0,396.9,273,11.93,91,23.9
"505",5.90299526836883,3.61798148519218,7,0.114353318331617,-0.1060957554178,2.505,0,0.573,0,396.9,273,11.93,80.8,11.9
"260",7.02831874740624,2.10467728439842,6,0.357938036403872,-1.88714317572526,2.1121,20,0.647,0,392.8,264,3.97,81.8,33.8
"265",6.26249488750495,3.3623690215614,2,-0.0916390325686756,-1.88714317572526,1.9865,20,0.647,0,392.4,264,3.97,62.8,22.8
"152",5.76996571487075,5.69181492652477,7,0.961649652284322,-1.54701457236491,1.6102,0,0.871,1,343.28,403,19.58,88,15.3
"159",6.73981820824807,4.03807394057524,9,0.830257768938419,-1.54701457236491,1.7659,0,0.871,0,364.31,403,19.58,100,23.3
"160",5.98855259273268,4.39926127180319,12,0.4285009615754,-1.54701457236491,1.7984,0,0.605,1,338.92,403,19.58,92.6,27
"0",6.06513038252104,4.03964170804327,7,-0.227060837502595,-1.39574945375807,4.09,18,0.538,0,396.9,296,2.31,65.2,24
"297",6.24380543343628,2.75289461914425,2,-1.07159643750522,-1.1943938643994,6.32,0,0.437,0,396.9,289,13.92,58,20.3
"216",5.94310331348518,3.42404543693598,1,-0.645049788886467,-1.06591919064377,3.1121,0,0.55,1,392.8,276,13.89,56,23.3
"219",6.64267037023451,4.02574716649366,7,-0.978620497316215,-1.06591919064377,3.3633,0,0.55,1,393.74,276,13.89,92.4,23
"238",5.86340621481271,3.35395780961688,7,-0.77832162244236,-0.997706535589136,6.1899,30,0.428,0,379.41,300,4.93,18.5,23.7
"221",6.06635276195498,3.49088574504403,12,0.116806399645109,-0.695829524768667,3.048,0,0.507,1,395.24,307,6.2,91.3,21.7
"234",6.03655393730109,3.49195953490535,4,0.368313657336369,-0.695829524768667,3.6519,0,0.507,1,360.2,307,6.2,66.5,29
"235",6.06998518978206,2.99866538108209,5,-0.329380921589458,-0.695829524768667,3.6519,0,0.507,0,376.75,307,6.2,61.5,24
"114",6.08430631937357,3.89288795599035,12,0.2860547662977,-0.525818250464659,2.2565,0,0.547,0,388.74,432,10.01,84.2,18.5
"97",6.87791462511055,2.06688898601957,4,-0.714728506954078,-0.435595771986813,3.4952,0,0.445,0,396.9,276,2.89,76,38.7
"93",6.2818044226605,2.61584577279943,1,-1.48872197068274,-0.341710340923556,3.6659,28,0.464,0,396.33,270,15.04,28.9,25
"307",7.34530604982081,2.57604521585684,1,-0.867445207016017,-0.24401601094397,3.1827,33,0.472,0,396.9,222,2.18,70.3,28.2
"312",6.44872376396132,2.91251373502174,5,0.069653534326421,-0.24401601094397,2.834,0,0.544,0,396.3,304,9.9,90.4,19.4
"209",5.53054738837046,4.0862499908398,7,-0.213334845295311,-0.142360813351939,3.875,0,0.489,1,396.9,277,10.59,100,20
"210",5.17034080825042,3.76333401425784,9,0.579329065698986,-0.142360813351939,3.8771,0,0.489,1,393.25,277,10.59,92.1,21.7
"212",6.06307011632357,3.406723078365,6,-0.938105622821911,-0.142360813351939,3.6526,0,0.489,1,390.94,277,10.59,53.8,22.4
"346",6.33536330962357,3.7505997016364,11,-0.551994291038417,-0.0365864931420291,8.0136,0,0.442,0,364.61,352,4.39,52.3,17.2
"122",6.20342929595682,4.12721936434204,1,-0.743662420458382,0.130160746119299,2.0869,0,0.581,0,378.09,188,25.65,92.9,20.5
"493",5.89888656382279,3.81410678669891,6,0.308429323625439,0.187985637785564,2.3817,0,0.585,0,396.9,391,9.69,54,21.8
