"","RM","LSTAT","RAD","CRIM","PTRATIO","DIS","ZN","NOX","CHAS","B","TAX","INDUS","AGE","MEDV"
"1",5.25762077693386,4.11921169512913,5,-0.377966498129465,-0.0177020737162936,4.9671,0,0.469,0,396.9,242,7.07,78.9,21.6
"6",5.8096860182137,2.91361142639831,6,-1.12741365824545,-0.439608534178657,5.5605,12.5,0.524,0,395.6,311,7.87,66.6,22.9
"11",5.98809012033832,3.99882805399212,1,0.285547507224988,1.30051926397317,6.2267,12.5,0.524,0,396.9,311,7.87,82.9,18.9
"13",5.70683055619185,3.635213321812,7,-0.75823835779069,-0.573943597219445,4.7075,0,0.538,0,396.9,307,8.14,61.8,20.4
"18",7.03351332750985,2.18029928139285,6,-0.639178875135924,-0.0828270323330008,3.7965,0,0.538,0,288.99,307,8.14,36.6,20.2
"33",5.26819584028383,3.6138003048626,1,0.336890482554941,0.189005644398374,3.7872,0,0.538,0,358.77,307,8.14,95,13.1
"38",6.66630719296312,2.70382542941848,1,-0.444154831961553,-0.194707377055875,3.8473,0,0.499,0,393.43,279,5.96,30.2,24.7
"44",6.83342920197284,2.1704151819508,1,-1.65157433895692,0.305037018144544,5.7209,0,0.448,0,389.39,233,6.91,40,21.2
"45",6.05455758001046,2.69285550699353,1,-1.34865691101157,-0.547719367313134,5.1004,0,0.448,0,396.9,233,6.91,33.8,19.3
"46",6.13375201372972,4.00505778932784,1,-0.724830950461169,-0.114833425871099,5.1004,0,0.448,0,396.9,233,6.91,33.3,20
"47",5.7141713416818,3.76537020089184,5,-0.702345340698054,-0.334076254859002,5.6894,0,0.448,0,392.74,233,6.91,85.5,16.6
"52",6.01988458111262,2.84499930842615,3,-1.20918139485597,0.218733120860029,6.8147,21,0.439,0,396.9,243,5.64,21.1,25
"71",6.48330002266323,2.3827252621869,1,-1.57831814605121,1.60662897884806,5.2873,0,0.413,0,376.94,305,10.81,17.5,21.7
"72",5.96933978805493,3.38560035657258,3,-0.635343458503211,0.0693917155663354,5.2873,0,0.413,0,390.91,305,10.81,7.8,22.8
"75",6.00726936889175,2.53457124434681,8,-0.386155168072795,-0.334788874708026,4.5026,0,0.437,0,383.23,398,12.83,45,21.4
"88",6.45900361050963,2.59490777489076,7,-0.482676495976938,0.078144793274893,3.4217,0,0.489,0,396.9,270,3.41,86.3,23.6
"89",6.67723284183401,2.12549010017503,1,-0.731794030782591,-0.410971467832088,3.4145,0,0.489,0,396.06,270,3.41,63.1,28.7
