"","RM","LSTAT","RAD","CRIM","PTRATIO","DIS","ZN","NOX","CHAS","B","TAX","INDUS","AGE","MEDV"
"3",6.54957833734857,1.83444775494911,3,0.019351386955238,-0.109171067114347,6.0622,0,0.458,0,394.63,222,2.18,45.8,33.4
"26",6.35032641500912,3.52615257609012,6,-0.173627440488398,-0.0713931983763189,4.682,0,0.538,0,376.88,307,8.14,90.3,16.6
"32",6.12935490458383,3.8342364587928,7,-0.856009395050353,-0.511762000193861,3.99,0,0.538,0,232.6,307,8.14,82,13.2
"41",5.9886680545982,2.42059134447552,1,-1.42219452689591,-0.544469915957645,5.7209,0,0.448,0,385.41,233,6.91,2.9,26.6
"42",6.27587966810995,1.91625774220154,2,-0.615145495782892,-0.393547270370889,5.7209,0,0.448,0,383.37,233,6.91,6.6,25.3
"70",6.62958208430446,1.68804515860407,1,-1.11948587854965,-1.04390460271094,5.2873,0,0.413,0,383.73,305,10.81,6.6,24.2
"73",6.71324900356259,2.10516992239004,1,-1.76530727910459,-1.64173269276505,5.2873,0,0.413,0,377.17,305,10.81,6.2,23.4
"75",6.17466227680224,3.569313941391,3,-0.868776677094716,-0.508698642781434,4.5026,0,0.437,0,383.23,398,12.83,45,21.4
"79",6.51590241646251,3.44196248775189,5,-0.558835117638461,-0.145720226830005,4.5026,0,0.437,0,396.06,398,12.83,36.6,20.3
"103",6.02730130656111,3.70396323447445,7,-0.273651587695935,0.251227114938557,2.7147,0,0.52,0,394.47,384,8.56,87.4,19.3
"111",6.546782999922,3.00062161196362,10,0.301209167978937,0.209775941389136,2.6775,0,0.547,0,395.59,432,10.01,81.6,22.8
"112",6.66997249223913,3.16490286578352,13,0.139219798621567,1.24709930543238,2.3534,0,0.547,0,394.95,432,10.01,92.9,18.8
"115",6.56572864698735,3.80632989882201,15,0.970835640325735,-0.170754137245275,2.4631,0,0.547,0,344.91,432,10.01,88.2,18.3
"119",6.13543910433055,4.12583223903803,7,0.150131227360723,0.781795733880421,2.7592,0,0.547,0,391.5,432,10.01,65.2,19.3
